DESC	FID	SAMPLETYPE	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8
SIG1	transcript540	Lungs	111.575	2074.98	1696.97	306.552	339.068	1387.78	60.5964	20946.0
SIG1	transcript541	Lungs	21.5465	123.477	23.9302	60.5964	2.3402	67.1087	928.058	3.5156
SIG1	transcript542	Lungs	339.068	82.2718	29.4804	12.6408	561.088	49.3802	758.884	620.515
SIG1	transcript543	Lungs	686.226	2805.51	339.068	2805.51	6270.17	1534.61	1387.78	758.884
SIG1	transcript544	Lungs	185.071	167.28	1876.49	928.058	758.884	839.224	91.0759	111.575
SIG1	transcript545	Lungs	285732.0	1166890.0	38282.1	28317.1	51753.7	23160.6	315942.0	9373.31
SIG1	transcript546	Lungs	250.549	2294.47	3102.24	2537.16	3430.33	928.058	1026.28	4637.8
SIG1	transcript547	Lungs	7666.33	3102.24	127872.0	31311.1	12672.1	11460.3	507.343	258411.0
SIG1	transcript548	Lungs	1.73198	1.23451	2.3402	44.563	29.4804	414.778	185.071	686.226
SIG1	transcript549	Lungs	185.071	29.4804	507.343	1026.28	12672.1	123.477	100.811	54.7067
SIG1	transcript550	Lungs	32.703	74.3096	49.3802	82.2718	19.3906	3.08383	10.1569	1876.49
SIG1	transcript551	Lungs	686.226	8476.97	686.226	250.549	1387.78	54.7067	32.703	6.46369
SIG1	transcript552	Lungs	3.08383	1.47075	3.99302	0.652869	8.12534	4.52091	226.497	8.12534
SIG1	transcript553	Lungs	2.69335	7.2528	67.1087	23.9302	185.071	10.1569	9.09013	8.12534
SIG1	transcript554	Lungs	0.105726	7.2528	4.52091	2.02082	11.3365	306.552	17.4409	4637.8
SIG1	transcript555	Lungs	1534.61	1254.99	1.02085	2.02082	11.3365	44.563	1254.99	686.226
SIG1	transcript556	Lungs	226.497	23.9302	42329.6	28317.1	285732.0	11460.3	6933.2	375.022
SIG1	transcript557	Lungs	1876.49	375.022	928.058	1696.97	2805.51	44.563	17131.7	204.744
SIG1	transcript558	Lungs	44.563	100.811	1696.97	4637.8	2074.98	1387.78	14.083	2.02082
SIG1	transcript559	Lungs	6.46369	19.3906	5.10462	0.0	36.2663	0.351895	1.47075	1.02085
SIG1	transcript560	Lungs	839.224	82.2718	21.5465	5.10462	100.811	123.477	758.884	67.1087
SIG1	transcript561	Lungs	458.736	4194.25	758.884	4194.25	1254.99	18943.1	19.3906	7666.33
SIG1	transcript562	Lungs	620.515	375.022	2537.16	375.022	11460.3	2537.16	250.549	839.224
SIG1	transcript563	Lungs	1.73198	21.5465	0.105726	3.99302	0.0	0.652869	36.2663	91.0759
SIG1	transcript564	Lungs	250.549	686.226	507.343	1026.28	10364.4	250.549	839.224	123.477
SIG1	transcript565	Lungs	1696.97	7666.33	686.226	2537.16	11460.3	2074.98	250.549	1387.78
SIG1	transcript566	Lungs	6270.17	1876.49	1254.99	26.566	3102.24	507.343	3793.11	507.343
SIG1	transcript567	Lungs	1254.99	9373.31	23.9302	8.12534	26.566	226.497	339.068	3793.11
SIG1	transcript568	Lungs	4194.25	928.058	414.778	686.226	839.224	60.5964	20946.0	375.022
SIG1	transcript569	Lungs	8476.97	758.884	339.068	414.778	306.552	111.575	91.0759	2294.47
SIG1	transcript570	Lungs	17131.7	20946.0	191147.0	69966.0	577423.0	386280.0	1026.28	5128.24
SIG1	transcript571	Lungs	40.2064	686.226	414.778	226.497	339.068	36.2663	54.7067	51753.7
SIG1	transcript572	Lungs	57225.6	1134.89	67.1087	151.189	6.46369	44.563	115645.0	34621.6
SIG1	transcript573	Lungs	11460.3	561.088	2805.51	375.022	1254.99	1534.61	620.515	23160.6
SIG1	transcript574	Lungs	561.088	3102.24	458.736	250.549	74.3096	1534.61	10364.4	6933.2
SIG1	transcript575	Lungs	12.6408	1.02085	1.02085	0.494826	5.75004	6.46369	1.23451	21.5465
SIG1	transcript576	Lungs	339.068	11460.3	375.022	839.224	686.226	928.058	250.549	23.9302
SIG1	transcript577	Lungs	3793.11	2074.98	3102.24	2805.51	25609.4	42329.6	4194.25	315942.0
SIG1	transcript578	Lungs	1534.61	375.022	3430.33	758.884	4637.8	34621.6	0.105726	40.2064
SIG1	transcript579	Lungs	3.08383	21.5465	0.105726	3.99302	1.23451	0.827621	14.083	11.3365
SIG1	transcript580	Lungs	9.09013	82.2718	4637.8	1254.99	1387.78	2805.51	2074.98	10364.4
SIG1	transcript581	Lungs	9.09013	1.73198	67.1087	414.778	100.811	5.10462	9.09013	1.23451
SIG1	transcript582	Lungs	1026.28	226.497	414.778	3793.11	375.022	2294.47	1387.78	1696.97
SIG1	transcript583	Lungs	91.0759	123.477	9.09013	0.0	74.3096	151.189	44.563	21.5465
SIG1	transcript584	Lungs	1387.78	74.3096	1.47075	1.02085	29.4804	2.02082	26.566	507.343
SIG1	transcript585	Lungs	82.2718	339.068	8.12534	36.2663	6.46369	2.02082	226.497	34621.6
SIG1	transcript586	Lungs	123.477	686.226	11.3365	67.1087	40.2064	507.343	1534.61	111.575
SIG1	transcript587	Lungs	14.083	8.12534	2537.16	1696.97	339.068	414.778	54.7067	0.222631
SIG1	transcript588	Lungs	620.515	1026.28	2.3402	26.566	1254.99	686.226	620.515	375.022
SIG1	transcript589	Lungs	185.071	250.549	123.477	49.3802	74.3096	26.566	136.637	9.09013
SIG1	transcript590	Lungs	1.02085	4.52091	0.0	0.105726	2.3402	5.10462	0.652869	36.2663
SIG1	transcript591	Lungs	0.105726	17.4409	8.12534	0.494826	0.222631	2.02082	12.6408	11.3365
SIG1	transcript592	Lungs	226.497	29.4804	15.6777	414.778	339.068	60.5964	2537.16	375.022
SIG1	transcript593	Lungs	0.105726	9.09013	14.083	54.7067	185.071	185.071	5.10462	91.0759
SIG1	transcript594	Lungs	82.2718	54.7067	82.2718	277.144	3.08383	123.477	0.652869	32.703
SIG1	transcript595	Lungs	2537.16	758.884	1387.78	2805.51	458.736	250.549	3430.33	151.189
SIG1	transcript596	Lungs	40.2064	3.99302	561.088	1696.97	414.778	758.884	123.477	6.46369
SIG1	transcript597	Lungs	185.071	8.12534	2.69335	82.2718	758.884	226.497	74.3096	5.10462
SIG1	transcript598	Lungs	2537.16	5670.54	77363.4	6270.17	25609.4	38282.1	57225.6	211357.0
SIG1	transcript599	Lungs	226.497	4194.25	111.575	136.637	686.226	20946.0	2074.98	507.343
SIG1	transcript600	Lungs	12.6408	3.99302	8.12534	10.1569	12.6408	91.0759	17.4409	36.2663
SIG1	transcript601	Lungs	3793.11	14012.0	638472.0	258411.0	233703.0	6933.2	23160.6	12672.1
SIG1	transcript602	Lungs	0.652869	0.0	0.652869	3.5156	9.09013	1.47075	9.09013	29.4804
SIG1	transcript603	Lungs	151.189	1534.61	8476.97	1876.49	4637.8	111.575	136.637	167.28
SIG1	transcript604	Lungs	0.222631	0.652869	49.3802	82.2718	0.0	1.02085	3.5156	3430.33
SIG1	transcript605	Lungs	1696.97	226.497	3.08383	0.351895	0.105726	10.1569	60.5964	2.02082
SIG1	transcript606	Lungs	2294.47	77363.4	9373.31	4194.25	1696.97	306.552	82.2718	375.022
SIG1	transcript607	Lungs	4.52091	1.73198	136.637	49.3802	67.1087	74.3096	0.222631	4.52091
SIG1	transcript608	Lungs	2.69335	49.3802	8.12534	4.52091	10.1569	0.222631	67.1087	14.083
SIG1	transcript609	Lungs	17.4409	12.6408	40.2064	36.2663	167.28	5.10462	100.811	91.0759
SIG1	transcript610	Lungs	26.566	2.02082	1.73198	0.105726	26.566	0.827621	0.827621	1.47075
SIG1	transcript611	Lungs	1.02085	0.222631	12.6408	32.703	67.1087	29.4804	1.02085	136.637
SIG1	transcript612	Lungs	74.3096	11.3365	60.5964	167.28	54.7067	8.12534	4194.25	12672.1
SIG1	transcript613	Lungs	10.1569	0.652869	151.189	15.6777	6.46369	2.02082	6.46369	507.343
SIG1	transcript614	Lungs	6270.17	2294.47	1534.61	758.884	2294.47	91.0759	5.10462	620.515
SIG1	transcript615	Lungs	2294.47	18943.1	2537.16	7666.33	115645.0	28317.1	375.022	15.6777
SIG1	transcript616	Lungs	14.083	4.52091	306.552	1387.78	1387.78	32.703	3430.33	1696.97
SIG1	transcript617	Lungs	4637.8	204.744	51753.7	10364.4	4637.8	1134.89	185.071	111.575
SIG1	transcript618	Lungs	12.6408	1.02085	1.23451	8.12534	10.1569	1.23451	82.2718	17.4409
SIG1	transcript619	Lungs	2537.16	1387.78	123.477	123.477	1876.49	2805.51	1534.61	74.3096
SIG1	transcript620	Lungs	1254.99	507.343	1.23451	6.46369	123.477	21.5465	5.75004	67.1087
SIG1	transcript621	Lungs	375.022	1387.78	151.189	29.4804	1134.89	839.224	204.744	7666.33
SIG1	transcript622	Lungs	82.2718	60.5964	620.515	1696.97	4194.25	136.637	23.9302	111.575
SIG1	transcript623	Lungs	1.73198	2.3402	0.0	12.6408	32.703	0.222631	0.105726	14.083
SIG1	transcript624	Lungs	3793.11	1134.89	1.73198	19.3906	67.1087	91.0759	91.0759	10.1569
SIG1	transcript625	Lungs	67.1087	15.6777	167.28	100.811	2074.98	19.3906	49.3802	204.744
SIG1	transcript626	Lungs	123.477	3793.11	23160.6	85542.8	34621.6	2294.47	19.3906	375.022
SIG1	transcript627	Lungs	151.189	60.5964	561.088	36.2663	123.477	4194.25	7.2528	91.0759
SIG1	transcript628	Lungs	26.566	136.637	123.477	26.566	67.1087	100.811	67.1087	91.0759
SIG1	transcript629	Lungs	2.3402	11.3365	21.5465	1.23451	9.09013	1.23451	3.08383	8.12534
SIG1	transcript630	Lungs	49.3802	74.3096	74.3096	21.5465	0.652869	29.4804	2.02082	111.575
SIG1	transcript631	Lungs	100.811	36.2663	29.4804	250.549	1534.61	204.744	204.744	686.226
SIG1	transcript632	Lungs	0.105726	74.3096	67.1087	21.5465	17.4409	29.4804	44.563	5.75004
SIG1	transcript633	Lungs	40.2064	15.6777	185.071	136.637	1876.49	3793.11	3793.11	928.058
SIG1	transcript634	Lungs	74.3096	36.2663	2.3402	0.351895	32.703	0.351895	54.7067	620.515
SIG1	transcript635	Lungs	3.99302	0.494826	3.5156	3.08383	8.12534	0.827621	7.2528	0.222631
SIG1	transcript636	Lungs	315942.0	12672.1	686.226	226.497	4637.8	1026.28	18943.1	277.144
SIG1	transcript637	Lungs	3430.33	91.0759	185.071	44.563	44.563	91.0759	0.222631	21.5465
SIG1	transcript638	Lungs	458.736	2294.47	100.811	375.022	82.2718	839.224	2.02082	15.6777
SIG1	transcript639	Lungs	3.99302	6.46369	6.46369	5.75004	5.75004	0.827621	3.08383	2.3402
SIG1	transcript640	Lungs	2074.98	458.736	339.068	458.736	250.549	44.563	91.0759	82.2718
SIG1	transcript641	Lungs	458.736	100.811	167.28	136.637	250.549	32.703	12.6408	67.1087
SIG1	transcript642	Lungs	5128.24	9373.31	167.28	686.226	167.28	375.022	38282.1	458.736
SIG1	transcript643	Lungs	23.9302	82.2718	111.575	686.226	414.778	2537.16	12.6408	1534.61
SIG1	transcript644	Lungs	40.2064	2.69335	8.12534	23.9302	0.222631	0.351895	0.351895	111.575
SIG1	transcript645	Lungs	100.811	1696.97	1134.89	2537.16	204.744	1876.49	36.2663	339.068
SIG1	transcript646	Lungs	0.652869	23.9302	11.3365	74.3096	36.2663	26.566	2.3402	8.12534
SIG1	transcript647	Lungs	620.515	375.022	26.566	686.226	44.563	458.736	10.1569	2074.98
SIG1	transcript648	Lungs	29.4804	36.2663	1.23451	3.08383	3.08383	100.811	10.1569	10.1569
SIG1	transcript649	Lungs	250.549	91.0759	7666.33	31311.1	2294.47	1534.61	21.5465	167.28
SIG1	transcript650	Lungs	1387.78	3102.24	686.226	1876.49	1534.61	185.071	12672.1	2294.47
SIG1	transcript651	Lungs	151.189	928.058	1534.61	561.088	8476.97	1254.99	375.022	34621.6
SIG1	transcript652	Lungs	2074.98	3793.11	111.575	19.3906	339.068	18943.1	458.736	1387.78
SIG1	transcript653	Lungs	100.811	29.4804	12.6408	49.3802	1.47075	1.23451	0.351895	3793.11
SIG1	transcript654	Lungs	49.3802	49.3802	8.12534	19.3906	1.23451	0.0	3.99302	5.75004
SIG1	transcript655	Lungs	44.563	3.5156	375.022	136.637	21.5465	12.6408	185.071	123.477
SIG1	transcript656	Lungs	250.549	151.189	167.28	458.736	12.6408	250.549	204.744	1.47075
SIG1	transcript657	Lungs	36.2663	26.566	7.2528	23.9302	9.09013	458.736	12.6408	12.6408
SIG1	transcript658	Lungs	123.477	928.058	36.2663	49.3802	339.068	5128.24	4637.8	127872.0
SIG1	transcript659	Lungs	3.08383	3.5156	1.02085	0.222631	100.811	1.02085	0.351895	0.652869
SIG1	transcript660	Lungs	34621.6	928.058	3430.33	23160.6	1254.99	2294.47	185.071	42329.6
SIG1	transcript661	Lungs	12.6408	32.703	123.477	60.5964	151.189	36.2663	1696.97	204.744
SIG1	transcript662	Lungs	7.2528	67.1087	2.69335	91.0759	1.73198	5.10462	0.0	1.73198
SIG1	transcript663	Lungs	375.022	620.515	3430.33	758.884	2074.98	1254.99	2074.98	2.02082
SIG1	transcript664	Lungs	60.5964	277.144	60.5964	12.6408	54.7067	1026.28	82.2718	2074.98
SIG1	transcript665	Lungs	620.515	12.6408	758.884	167.28	100.811	20946.0	11.3365	507.343
SIG1	transcript666	Lungs	136.637	9.09013	458.736	1696.97	1134.89	620.515	1534.61	839.224
SIG1	transcript667	Lungs	19.3906	0.827621	5.10462	49.3802	1.47075	15.6777	1.47075	17.4409
SIG1	transcript668	Lungs	507.343	4637.8	1026.28	758.884	151.189	620.515	277.144	1.73198
SIG1	transcript669	Lungs	32.703	1026.28	375.022	100.811	100.811	185.071	91.0759	1534.61
SIG1	transcript670	Lungs	0.222631	2.3402	32.703	8.12534	10.1569	0.105726	2.69335	0.494826
SIG1	transcript671	Lungs	339.068	2805.51	3430.33	928.058	226.497	3793.11	1026.28	111.575
SIG1	transcript672	Lungs	250.549	54.7067	7666.33	31311.1	5670.54	23160.6	458.736	1134.89
SIG1	transcript673	Lungs	458.736	2805.51	1026.28	1876.49	23160.6	4194.25	15.6777	204.744
SIG1	transcript674	Lungs	2074.98	620.515	1876.49	2294.47	1026.28	277.144	185.071	277.144
SIG1	transcript675	Lungs	375.022	151.189	136.637	414.778	67.1087	67.1087	32.703	839.224
SIG1	transcript676	Lungs	7666.33	5128.24	14012.0	23160.6	15493.5	7666.33	69966.0	204.744
SIG1	transcript677	Lungs	44.563	375.022	0.351895	29.4804	36.2663	29.4804	250.549	19.3906
SIG1	transcript678	Lungs	32.703	2294.47	46805.1	758.884	928.058	3102.24	928.058	82.2718
SIG1	transcript679	Lungs	375.022	226.497	5.10462	0.827621	1.23451	277.144	15.6777	1.47075
SIG1	transcript680	Lungs	115645.0	85542.8	5128.24	1387.78	12672.1	2805.51	686.226	686.226
SIG1	transcript681	Lungs	250.549	5670.54	25609.4	18943.1	1387.78	12672.1	258411.0	136.637
SIG1	transcript682	Lungs	1.02085	15.6777	6.46369	11.3365	12.6408	7.2528	0.105726	36.2663
SIG1	transcript683	Lungs	38282.1	34621.6	63275.9	17131.7	172870.0	1134.89	1134.89	507.343
SIG1	transcript684	Lungs	26.566	40.2064	100.811	49.3802	100.811	36.2663	0.652869	36.2663
SIG1	transcript685	Lungs	204.744	3.99302	11.3365	100.811	74.3096	4.52091	9.09013	111.575
SIG1	transcript686	Lungs	4.52091	8.12534	3.99302	2.02082	0.652869	3.5156	14.083	49.3802
SIG1	transcript687	Lungs	4.52091	8.12534	14.083	60.5964	100.811	3.08383	8.12534	2.69335
SIG1	transcript688	Lungs	40.2064	40.2064	9.09013	0.351895	0.494826	23.9302	2.3402	40.2064
SIG1	transcript689	Lungs	2074.98	1026.28	17131.7	156341.0	20946.0	8476.97	57225.6	17131.7
SIG1	transcript690	Lungs	14.083	111.575	1.47075	0.0	3.5156	414.778	11.3365	82.2718
SIG1	transcript691	Lungs	167.28	226.497	32.703	67.1087	123.477	60.5964	6270.17	277.144
SIG1	transcript692	Lungs	32.703	0.105726	23.9302	7.2528	151.189	4.52091	111.575	458.736
SIG1	transcript693	Lungs	21.5465	204.744	414.778	620.515	185.071	1387.78	12.6408	306.552
SIG1	transcript694	Lungs	167.28	839.224	306.552	2537.16	686.226	226.497	19.3906	26.566
SIG1	transcript695	Lungs	85542.8	23160.6	414.778	458.736	458.736	758.884	226.497	77363.4
SIG1	transcript696	Lungs	1026.28	60.5964	1696.97	277.144	306.552	111.575	2294.47	277.144
SIG1	transcript697	Lungs	5.75004	21.5465	1.23451	0.494826	0.652869	7.2528	0.0	44.563
SIG1	transcript698	Lungs	5.10462	12.6408	458.736	1254.99	507.343	54.7067	69966.0	3102.24
SIG1	transcript699	Lungs	21.5465	204.744	7666.33	3793.11	9373.31	758.884	8476.97	1134.89
SIG1	transcript700	Lungs	6.46369	100.811	250.549	250.549	1134.89	11.3365	758.884	11460.3
SIG1	transcript701	Lungs	49.3802	7.2528	561.088	686.226	74.3096	19.3906	0.222631	23.9302
SIG1	transcript702	Lungs	29.4804	620.515	111.575	277.144	928.058	2294.47	100.811	2074.98
SIG1	transcript703	Lungs	458.736	561.088	458.736	414.778	507.343	5128.24	1534.61	507.343
SIG1	transcript704	Lungs	17.4409	2.02082	10.1569	4.52091	0.351895	151.189	5.75004	36.2663
SIG1	transcript705	Lungs	3.08383	15.6777	0.652869	0.652869	4.52091	1.02085	10.1569	26.566
SIG1	transcript706	Lungs	10.1569	0.827621	123.477	100.811	2.02082	11.3365	23.9302	32.703
SIG1	transcript707	Lungs	82.2718	9.09013	29.4804	26.566	226.497	100.811	123.477	0.105726
SIG1	transcript708	Lungs	3430.33	839.224	12672.1	31311.1	6270.17	4194.25	136.637	185.071
SIG1	transcript709	Lungs	54.7067	7.2528	12.6408	23.9302	44.563	2.69335	1.47075	111.575
SIG1	transcript710	Lungs	375.022	204.744	928.058	1876.49	1876.49	111.575	458.736	2.3402
SIG1	transcript711	Lungs	3430.33	1534.61	38282.1	115645.0	306.552	77363.4	23160.6	7666.33
SIG1	transcript712	Lungs	7666.33	1254.99	5670.54	51753.7	167.28	3102.24	8476.97	277.144
SIG1	transcript713	Lungs	1254.99	458.736	6.46369	8.12534	12.6408	74.3096	82.2718	0.827621
SIG1	transcript714	Lungs	1026.28	136.637	2294.47	5128.24	1254.99	111.575	25609.4	414.778
SIG1	transcript715	Lungs	74.3096	23.9302	839.224	49.3802	561.088	375.022	0.351895	12.6408
SIG1	transcript716	Lungs	8.12534	0.494826	277.144	67.1087	23.9302	1876.49	185.071	10.1569
SIG1	transcript717	Lungs	9373.31	127872.0	46805.1	141392.0	18943.1	11460.3	6270.17	185.071
SIG1	transcript718	Lungs	9.09013	167.28	151.189	7.2528	14.083	167.28	5.75004	2.3402
SIG1	transcript719	Lungs	167.28	458.736	1.73198	6.46369	32.703	0.652869	375.022	2.02082
SIG1	transcript720	Lungs	458.736	3.99302	14.083	0.351895	9.09013	8.12534	1.02085	2.02082
SIG1	transcript721	Lungs	60.5964	5.75004	29.4804	26.566	91.0759	67.1087	1534.61	5128.24
SIG1	transcript722	Lungs	277.144	0.827621	250.549	74.3096	686.226	12.6408	339.068	686.226
SIG1	transcript723	Lungs	136.637	29.4804	151.189	29.4804	21.5465	17.4409	100.811	12.6408
SIG1	transcript724	Lungs	414.778	375.022	4194.25	758.884	1254.99	82.2718	60.5964	9.09013
SIG1	transcript725	Lungs	94587.1	38282.1	780615.0	285732.0	7666.33	686.226	38282.1	427121.0
SIG1	transcript726	Lungs	2.3402	5.75004	0.222631	3.08383	0.652869	23.9302	3.5156	4.52091
SIG1	transcript727	Lungs	91.0759	839.224	1254.99	2805.51	839.224	185.071	111.575	123.477
SIG1	transcript728	Lungs	928.058	839.224	1534.61	2805.51	5128.24	561.088	306.552	285732.0
SIG1	transcript729	Lungs	0.105726	11.3365	507.343	40.2064	40.2064	1026.28	136.637	306.552
SIG1	transcript730	Lungs	136.637	123.477	2805.51	2294.47	414.778	3430.33	1876.49	123.477
SIG1	transcript731	Lungs	386280.0	18943.1	11460.3	12672.1	2537.16	577423.0	15493.5	185.071
SIG1	transcript732	Lungs	2074.98	167.28	6933.2	63275.9	3793.11	226.497	185.071	2805.51
SIG1	transcript733	Lungs	2537.16	20946.0	36.2663	49.3802	8.12534	26.566	15493.5	839.224
SIG1	transcript734	Lungs	26.566	151.189	226.497	100.811	44.563	339.068	185.071	3.5156
SIG1	transcript735	Lungs	3793.11	928.058	36.2663	11.3365	82.2718	44.563	928.058	6.46369
SIG1	transcript736	Lungs	40.2064	758.884	17.4409	21.5465	5.10462	14.083	67.1087	123.477
SIG1	transcript737	Lungs	12.6408	458.736	414.778	561.088	1134.89	1254.99	3430.33	306.552
SIG1	transcript738	Lungs	74.3096	5.75004	1.02085	11.3365	3.5156	1.23451	1.73198	74.3096
SIG1	transcript739	Lungs	4194.25	339.068	204.744	44.563	82.2718	185.071	5.75004	0.652869
SIG1	transcript740	Lungs	1534.61	167.28	36.2663	277.144	19.3906	91.0759	620.515	285732.0
SIG1	transcript741	Lungs	5670.54	74.3096	4.52091	0.222631	185.071	1.02085	5.10462	0.494826
SIG1	transcript742	Lungs	67.1087	19.3906	204.744	44.563	49.3802	167.28	100.811	1.73198
SIG1	transcript743	Lungs	2.3402	0.652869	100.811	2.69335	0.105726	1.47075	44.563	49.3802
SIG1	transcript744	Lungs	507.343	11460.3	3.99302	6.46369	9.09013	561.088	5128.24	8476.97
SIG1	transcript745	Lungs	11460.3	1387.78	277.144	306.552	60.5964	21.5465	82.2718	156341.0
SIG1	transcript746	Lungs	306.552	60.5964	123.477	507.343	21.5465	1254.99	7.2528	28317.1
SIG1	transcript747	Lungs	339.068	74.3096	375.022	2805.51	2074.98	375.022	151.189	123.477
SIG1	transcript748	Lungs	0.494826	3.99302	15.6777	67.1087	3.5156	36.2663	17.4409	0.0
SIG1	transcript749	Lungs	11.3365	11.3365	36.2663	74.3096	339.068	2074.98	44.563	2074.98
SIG1	transcript750	Lungs	91.0759	414.778	2294.47	123.477	44.563	54.7067	6270.17	315942.0
SIG1	transcript751	Lungs	5670.54	3102.24	3102.24	339.068	620.515	458.736	11460.3	14012.0
SIG1	transcript752	Lungs	507.343	204.744	277.144	185.071	151.189	111.575	1254.99	204.744
SIG1	transcript753	Lungs	49.3802	11.3365	250.549	250.549	2.02082	3.08383	0.494826	3.08383
SIG1	transcript754	Lungs	151.189	67.1087	620.515	1696.97	3793.11	6270.17	458.736	7.2528
SIG1	transcript755	Lungs	14.083	82.2718	0.652869	0.105726	0.105726	2.02082	54.7067	3.08383
SIG1	transcript756	Lungs	74.3096	5.75004	60.5964	151.189	67.1087	21.5465	29.4804	26.566
SIG1	transcript757	Lungs	9.09013	23.9302	2.3402	10.1569	3.99302	14.083	375.022	12.6408
SIG1	transcript758	Lungs	10364.4	15493.5	1134.89	686.226	204.744	104588.0	17131.7	758.884
SIG1	transcript759	Lungs	9.09013	40.2064	151.189	74.3096	40.2064	0.652869	686.226	339.068
SIG1	transcript760	Lungs	29.4804	1696.97	12.6408	14.083	306.552	1876.49	758.884	306.552
SIG1	transcript761	Lungs	620.515	6270.17	123.477	111.575	1876.49	36.2663	620.515	11.3365
SIG1	transcript762	Lungs	11.3365	74.3096	5.10462	0.105726	0.105726	0.351895	5.10462	0.652869
SIG1	transcript763	Lungs	31311.1	38282.1	8476.97	4637.8	42329.6	2805.51	151.189	306.552
SIG1	transcript764	Lungs	10.1569	23.9302	2294.47	4194.25	306.552	6933.2	414.778	82.2718
SIG1	transcript765	Lungs	226.497	758.884	2537.16	758.884	1387.78	375.022	1026.28	91.0759
SIG1	transcript766	Lungs	0.0	0.0	1.73198	0.222631	3.99302	1.73198	1.02085	5.10462
SIG1	transcript767	Lungs	375.022	91.0759	3102.24	14012.0	6933.2	12.6408	74.3096	3.5156
SIG1	transcript768	Lungs	17131.7	14012.0	561.088	226.497	167.28	2537.16	928.058	5128.24
SIG1	transcript769	Lungs	9373.31	3793.11	7666.33	1026.28	2805.51	620.515	458.736	7666.33
SIG1	transcript770	Lungs	1876.49	686.226	5.10462	19.3906	6.46369	9.09013	23.9302	3430.33
SIG1	transcript771	Lungs	4637.8	250.549	141392.0	18943.1	6270.17	6270.17	5670.54	3102.24
SIG1	transcript772	Lungs	1.02085	0.105726	151.189	339.068	26.566	136.637	0.105726	2.02082
SIG1	transcript773	Lungs	6270.17	6270.17	339.068	339.068	8476.97	185.071	1.23451	686.226
SIG1	transcript774	Lungs	17.4409	111.575	339.068	32.703	67.1087	74.3096	74.3096	2294.47
SIG1	transcript775	Lungs	23160.6	839.224	151.189	226.497	277.144	5670.54	4194.25	561.088
SIG1	transcript776	Lungs	2.3402	19.3906	29.4804	11.3365	1.47075	14.083	6.46369	5.10462
SIG1	transcript777	Lungs	3.08383	2.69335	2.02082	23.9302	40.2064	0.0	5.10462	0.827621
SIG1	transcript778	Lungs	0.652869	123.477	25609.4	115645.0	51753.7	226.497	686.226	23.9302
SIG1	transcript779	Lungs	23.9302	7.2528	414.778	839.224	339.068	458.736	10.1569	3430.33
SIG1	transcript780	Lungs	7.2528	36.2663	167.28	49.3802	10364.4	8.12534	2.02082	8.12534
SIG1	transcript781	Lungs	44.563	12.6408	49.3802	250.549	185.071	136.637	60.5964	19.3906
SIG1	transcript782	Lungs	18943.1	6933.2	7666.33	620.515	4637.8	204.744	9373.31	17131.7
SIG1	transcript783	Lungs	2.69335	0.652869	7.2528	32.703	0.0	2.02082	2.02082	0.0
SIG1	transcript784	Lungs	151.189	123.477	0.494826	0.0	8.12534	2.69335	12.6408	3.5156
SIG1	transcript785	Lungs	19.3906	3.99302	0.652869	3.5156	5.10462	3.08383	0.494826	12.6408
SIG1	transcript786	Lungs	0.652869	6.46369	6.46369	11.3365	2.02082	0.0	0.105726	54.7067
SIG1	transcript787	Lungs	0.0	0.494826	0.0	8.12534	0.827621	1.73198	21.5465	23.9302
SIG1	transcript788	Lungs	14012.0	25609.4	185.071	306.552	561.088	31311.1	1254.99	2537.16
SIG1	transcript789	Lungs	5.75004	0.652869	23.9302	21.5465	1.47075	1.47075	12.6408	3.99302
SIG1	transcript790	Lungs	620.515	620.515	5.10462	1.23451	9.09013	5.75004	2.3402	1.02085
SIG1	transcript791	Lungs	29.4804	40.2064	1.47075	0.494826	3.5156	23.9302	3.99302	9.09013
SIG1	transcript792	Lungs	277.144	2.69335	2.3402	1.47075	3.08383	12.6408	3.99302	2.02082
SIG1	transcript793	Lungs	3793.11	185.071	620.515	1134.89	686.226	136.637	23.9302	31311.1
SIG1	transcript794	Lungs	0.222631	0.105726	36.2663	26.566	5.75004	3.99302	8.12534	1.02085
SIG1	transcript795	Lungs	6.46369	10.1569	11.3365	3.5156	0.652869	1.47075	3.99302	74.3096
SIG1	transcript796	Lungs	339.068	100.811	1696.97	185.071	4637.8	2805.51	14.083	18943.1
SIG1	transcript797	Lungs	185.071	151.189	14012.0	17131.7	3430.33	522211.0	25609.4	18943.1
SIG1	transcript798	Lungs	1026.28	85542.8	375.022	5670.54	11460.3	91.0759	1134.89	156341.0
SIG1	transcript799	Lungs	0.222631	3.99302	44.563	250.549	82.2718	0.105726	100.811	0.494826
SIG1	transcript800	Lungs	2074.98	2294.47	7666.33	2294.47	250.549	306.552	32.703	42329.6
SIG1	transcript801	Lungs	5.10462	40.2064	0.351895	4.52091	5.75004	8.12534	26.566	6.46369
SIG1	transcript802	Lungs	91.0759	1387.78	10364.4	38282.1	472279.0	1254.99	277.144	54.7067
SIG1	transcript803	Lungs	167.28	339.068	20946.0	6270.17	1696.97	1876.49	3430.33	11460.3
SIG1	transcript804	Lungs	11460.3	1696.97	620.515	10.1569	226.497	9.09013	2.3402	1.23451
SIG1	transcript805	Lungs	458.736	375.022	31311.1	63275.9	375.022	23160.6	561.088	1026.28
