# Simulated data set created 2022-07-27 16:08 (1000 transcripts)
# Root distribution: gamma:0.375:1600.0
# Tree: ((((sp1<1>,sp2<2>)<12>,(((sp3<3>,sp4<4>)<15>,sp5<5>)<14>,sp6<6>)<13>)<11>,sp7<7>)<10>,sp8<8>)<9>
# Sigma: 1
DESC	FID	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8
SIG1	transcript585	82.2718	339.068	8.12534	36.2663	6.46369	2.02082	226.497	34621.6
SIG1	transcript586	123.477	686.226	11.3365	67.1087	40.2064	507.343	1534.61	111.575
SIG1	transcript587	14.083	8.12534	2537.16	1696.97	339.068	414.778	54.7067	0.222631
SIG1	transcript588	620.515	1026.28	2.3402	26.566	1254.99	686.226	620.515	375.022
SIG1	transcript589	185.071	250.549	123.477	49.3802	74.3096	26.566	136.637	9.09013
SIG1	transcript590	1.02085	4.52091	0	0.105726	2.3402	5.10462	0.652869	36.2663
SIG1	transcript591	0.105726	17.4409	8.12534	0.494826	0.222631	2.02082	12.6408	11.3365
SIG1	transcript592	226.497	29.4804	15.6777	414.778	339.068	60.5964	2537.16	375.022
SIG1	transcript593	0.105726	9.09013	14.083	54.7067	185.071	185.071	5.10462	91.0759
SIG1	transcript594	82.2718	54.7067	82.2718	277.144	3.08383	123.477	0.652869	32.703
SIG1	transcript595	2537.16	758.884	1387.78	2805.51	458.736	250.549	3430.33	151.189
SIG1	transcript596	40.2064	3.99302	561.088	1696.97	414.778	758.884	123.477	6.46369
SIG1	transcript597	185.071	8.12534	2.69335	82.2718	758.884	226.497	74.3096	5.10462
SIG1	transcript598	2537.16	5670.54	77363.4	6270.17	25609.4	38282.1	57225.6	211357
SIG1	transcript599	226.497	4194.25	111.575	136.637	686.226	20946	2074.98	507.343
SIG1	transcript600	12.6408	3.99302	8.12534	10.1569	12.6408	91.0759	17.4409	36.2663
SIG1	transcript601	3793.11	14012	638472	258411	233703	6933.2	23160.6	12672.1
SIG1	transcript602	0.652869	0	0.652869	3.5156	9.09013	1.47075	9.09013	29.4804
SIG1	transcript603	151.189	1534.61	8476.97	1876.49	4637.8	111.575	136.637	167.28
SIG1	transcript604	0.222631	0.652869	49.3802	82.2718	0	1.02085	3.5156	3430.33
SIG1	transcript605	1696.97	226.497	3.08383	0.351895	0.105726	10.1569	60.5964	2.02082
SIG1	transcript606	2294.47	77363.4	9373.31	4194.25	1696.97	306.552	82.2718	375.022
SIG1	transcript607	4.52091	1.73198	136.637	49.3802	67.1087	74.3096	0.222631	4.52091
SIG1	transcript608	2.69335	49.3802	8.12534	4.52091	10.1569	0.222631	67.1087	14.083
SIG1	transcript609	17.4409	12.6408	40.2064	36.2663	167.28	5.10462	100.811	91.0759
SIG1	transcript610	26.566	2.02082	1.73198	0.105726	26.566	0.827621	0.827621	1.47075
SIG1	transcript611	1.02085	0.222631	12.6408	32.703	67.1087	29.4804	1.02085	136.637
SIG1	transcript612	74.3096	11.3365	60.5964	167.28	54.7067	8.12534	4194.25	12672.1
SIG1	transcript613	10.1569	0.652869	151.189	15.6777	6.46369	2.02082	6.46369	507.343
SIG1	transcript614	6270.17	2294.47	1534.61	758.884	2294.47	91.0759	5.10462	620.515
SIG1	transcript615	2294.47	18943.1	2537.16	7666.33	115645	28317.1	375.022	15.6777
SIG1	transcript616	14.083	4.52091	306.552	1387.78	1387.78	32.703	3430.33	1696.97
SIG1	transcript617	4637.8	204.744	51753.7	10364.4	4637.8	1134.89	185.071	111.575
SIG1	transcript618	12.6408	1.02085	1.23451	8.12534	10.1569	1.23451	82.2718	17.4409
SIG1	transcript619	2537.16	1387.78	123.477	123.477	1876.49	2805.51	1534.61	74.3096
SIG1	transcript620	1254.99	507.343	1.23451	6.46369	123.477	21.5465	5.75004	67.1087
SIG1	transcript621	375.022	1387.78	151.189	29.4804	1134.89	839.224	204.744	7666.33
SIG1	transcript622	82.2718	60.5964	620.515	1696.97	4194.25	136.637	23.9302	111.575
SIG1	transcript623	1.73198	2.3402	0	12.6408	32.703	0.222631	0.105726	14.083
SIG1	transcript624	3793.11	1134.89	1.73198	19.3906	67.1087	91.0759	91.0759	10.1569
SIG1	transcript625	67.1087	15.6777	167.28	100.811	2074.98	19.3906	49.3802	204.744
SIG1	transcript626	123.477	3793.11	23160.6	85542.8	34621.6	2294.47	19.3906	375.022
SIG1	transcript627	151.189	60.5964	561.088	36.2663	123.477	4194.25	7.2528	91.0759
SIG1	transcript628	26.566	136.637	123.477	26.566	67.1087	100.811	67.1087	91.0759
SIG1	transcript629	2.3402	11.3365	21.5465	1.23451	9.09013	1.23451	3.08383	8.12534
SIG1	transcript630	49.3802	74.3096	74.3096	21.5465	0.652869	29.4804	2.02082	111.575
SIG1	transcript631	100.811	36.2663	29.4804	250.549	1534.61	204.744	204.744	686.226
SIG1	transcript632	0.105726	74.3096	67.1087	21.5465	17.4409	29.4804	44.563	5.75004
SIG1	transcript633	40.2064	15.6777	185.071	136.637	1876.49	3793.11	3793.11	928.058
SIG1	transcript634	74.3096	36.2663	2.3402	0.351895	32.703	0.351895	54.7067	620.515
SIG1	transcript635	3.99302	0.494826	3.5156	3.08383	8.12534	0.827621	7.2528	0.222631
SIG1	transcript636	315942	12672.1	686.226	226.497	4637.8	1026.28	18943.1	277.144
SIG1	transcript637	3430.33	91.0759	185.071	44.563	44.563	91.0759	0.222631	21.5465
SIG1	transcript638	458.736	2294.47	100.811	375.022	82.2718	839.224	2.02082	15.6777
SIG1	transcript639	3.99302	6.46369	6.46369	5.75004	5.75004	0.827621	3.08383	2.3402
SIG1	transcript640	2074.98	458.736	339.068	458.736	250.549	44.563	91.0759	82.2718
SIG1	transcript641	458.736	100.811	167.28	136.637	250.549	32.703	12.6408	67.1087
SIG1	transcript642	5128.24	9373.31	167.28	686.226	167.28	375.022	38282.1	458.736
SIG1	transcript643	23.9302	82.2718	111.575	686.226	414.778	2537.16	12.6408	1534.61
SIG1	transcript644	40.2064	2.69335	8.12534	23.9302	0.222631	0.351895	0.351895	111.575
SIG1	transcript645	100.811	1696.97	1134.89	2537.16	204.744	1876.49	36.2663	339.068
SIG1	transcript646	0.652869	23.9302	11.3365	74.3096	36.2663	26.566	2.3402	8.12534
SIG1	transcript647	620.515	375.022	26.566	686.226	44.563	458.736	10.1569	2074.98
SIG1	transcript648	29.4804	36.2663	1.23451	3.08383	3.08383	100.811	10.1569	10.1569
SIG1	transcript649	250.549	91.0759	7666.33	31311.1	2294.47	1534.61	21.5465	167.28
SIG1	transcript650	1387.78	3102.24	686.226	1876.49	1534.61	185.071	12672.1	2294.47
SIG1	transcript651	151.189	928.058	1534.61	561.088	8476.97	1254.99	375.022	34621.6
SIG1	transcript652	2074.98	3793.11	111.575	19.3906	339.068	18943.1	458.736	1387.78
SIG1	transcript653	100.811	29.4804	12.6408	49.3802	1.47075	1.23451	0.351895	3793.11
SIG1	transcript654	49.3802	49.3802	8.12534	19.3906	1.23451	0	3.99302	5.75004
SIG1	transcript655	44.563	3.5156	375.022	136.637	21.5465	12.6408	185.071	123.477
SIG1	transcript656	250.549	151.189	167.28	458.736	12.6408	250.549	204.744	1.47075
SIG1	transcript657	36.2663	26.566	7.2528	23.9302	9.09013	458.736	12.6408	12.6408
SIG1	transcript658	123.477	928.058	36.2663	49.3802	339.068	5128.24	4637.8	127872
SIG1	transcript659	3.08383	3.5156	1.02085	0.222631	100.811	1.02085	0.351895	0.652869
SIG1	transcript660	34621.6	928.058	3430.33	23160.6	1254.99	2294.47	185.071	42329.6
SIG1	transcript661	12.6408	32.703	123.477	60.5964	151.189	36.2663	1696.97	204.744
SIG1	transcript662	7.2528	67.1087	2.69335	91.0759	1.73198	5.10462	0	1.73198
SIG1	transcript663	375.022	620.515	3430.33	758.884	2074.98	1254.99	2074.98	2.02082
SIG1	transcript664	60.5964	277.144	60.5964	12.6408	54.7067	1026.28	82.2718	2074.98
SIG1	transcript665	620.515	12.6408	758.884	167.28	100.811	20946	11.3365	507.343
SIG1	transcript666	136.637	9.09013	458.736	1696.97	1134.89	620.515	1534.61	839.224
SIG1	transcript667	19.3906	0.827621	5.10462	49.3802	1.47075	15.6777	1.47075	17.4409
SIG1	transcript668	507.343	4637.8	1026.28	758.884	151.189	620.515	277.144	1.73198
SIG1	transcript669	32.703	1026.28	375.022	100.811	100.811	185.071	91.0759	1534.61
SIG1	transcript670	0.222631	2.3402	32.703	8.12534	10.1569	0.105726	2.69335	0.494826
SIG1	transcript671	339.068	2805.51	3430.33	928.058	226.497	3793.11	1026.28	111.575
SIG1	transcript672	250.549	54.7067	7666.33	31311.1	5670.54	23160.6	458.736	1134.89
SIG1	transcript673	458.736	2805.51	1026.28	1876.49	23160.6	4194.25	15.6777	204.744
SIG1	transcript674	2074.98	620.515	1876.49	2294.47	1026.28	277.144	185.071	277.144
SIG1	transcript675	375.022	151.189	136.637	414.778	67.1087	67.1087	32.703	839.224
SIG1	transcript676	7666.33	5128.24	14012	23160.6	15493.5	7666.33	69966	204.744
SIG1	transcript677	44.563	375.022	0.351895	29.4804	36.2663	29.4804	250.549	19.3906
SIG1	transcript678	32.703	2294.47	46805.1	758.884	928.058	3102.24	928.058	82.2718
SIG1	transcript679	375.022	226.497	5.10462	0.827621	1.23451	277.144	15.6777	1.47075
SIG1	transcript680	115645	85542.8	5128.24	1387.78	12672.1	2805.51	686.226	686.226
SIG1	transcript681	250.549	5670.54	25609.4	18943.1	1387.78	12672.1	258411	136.637
SIG1	transcript682	1.02085	15.6777	6.46369	11.3365	12.6408	7.2528	0.105726	36.2663
SIG1	transcript683	38282.1	34621.6	63275.9	17131.7	172870	1134.89	1134.89	507.343
SIG1	transcript684	26.566	40.2064	100.811	49.3802	100.811	36.2663	0.652869	36.2663
SIG1	transcript685	204.744	3.99302	11.3365	100.811	74.3096	4.52091	9.09013	111.575
SIG1	transcript686	4.52091	8.12534	3.99302	2.02082	0.652869	3.5156	14.083	49.3802
SIG1	transcript687	4.52091	8.12534	14.083	60.5964	100.811	3.08383	8.12534	2.69335
SIG1	transcript688	40.2064	40.2064	9.09013	0.351895	0.494826	23.9302	2.3402	40.2064
SIG1	transcript689	2074.98	1026.28	17131.7	156341	20946	8476.97	57225.6	17131.7
SIG1	transcript690	14.083	111.575	1.47075	0	3.5156	414.778	11.3365	82.2718
SIG1	transcript691	167.28	226.497	32.703	67.1087	123.477	60.5964	6270.17	277.144
SIG1	transcript692	32.703	0.105726	23.9302	7.2528	151.189	4.52091	111.575	458.736
SIG1	transcript693	21.5465	204.744	414.778	620.515	185.071	1387.78	12.6408	306.552
SIG1	transcript694	167.28	839.224	306.552	2537.16	686.226	226.497	19.3906	26.566
SIG1	transcript695	85542.8	23160.6	414.778	458.736	458.736	758.884	226.497	77363.4
SIG1	transcript696	1026.28	60.5964	1696.97	277.144	306.552	111.575	2294.47	277.144
SIG1	transcript697	5.75004	21.5465	1.23451	0.494826	0.652869	7.2528	0	44.563
SIG1	transcript698	5.10462	12.6408	458.736	1254.99	507.343	54.7067	69966	3102.24
SIG1	transcript699	21.5465	204.744	7666.33	3793.11	9373.31	758.884	8476.97	1134.89
SIG1	transcript700	6.46369	100.811	250.549	250.549	1134.89	11.3365	758.884	11460.3
SIG1	transcript701	49.3802	7.2528	561.088	686.226	74.3096	19.3906	0.222631	23.9302
SIG1	transcript702	29.4804	620.515	111.575	277.144	928.058	2294.47	100.811	2074.98
SIG1	transcript703	458.736	561.088	458.736	414.778	507.343	5128.24	1534.61	507.343
SIG1	transcript704	17.4409	2.02082	10.1569	4.52091	0.351895	151.189	5.75004	36.2663
SIG1	transcript705	3.08383	15.6777	0.652869	0.652869	4.52091	1.02085	10.1569	26.566
SIG1	transcript706	10.1569	0.827621	123.477	100.811	2.02082	11.3365	23.9302	32.703
SIG1	transcript707	82.2718	9.09013	29.4804	26.566	226.497	100.811	123.477	0.105726
SIG1	transcript708	3430.33	839.224	12672.1	31311.1	6270.17	4194.25	136.637	185.071
SIG1	transcript709	54.7067	7.2528	12.6408	23.9302	44.563	2.69335	1.47075	111.575
SIG1	transcript710	375.022	204.744	928.058	1876.49	1876.49	111.575	458.736	2.3402
SIG1	transcript711	3430.33	1534.61	38282.1	115645	306.552	77363.4	23160.6	7666.33
SIG1	transcript712	7666.33	1254.99	5670.54	51753.7	167.28	3102.24	8476.97	277.144
SIG1	transcript713	1254.99	458.736	6.46369	8.12534	12.6408	74.3096	82.2718	0.827621
SIG1	transcript714	1026.28	136.637	2294.47	5128.24	1254.99	111.575	25609.4	414.778
SIG1	transcript715	74.3096	23.9302	839.224	49.3802	561.088	375.022	0.351895	12.6408
SIG1	transcript716	8.12534	0.494826	277.144	67.1087	23.9302	1876.49	185.071	10.1569
SIG1	transcript717	9373.31	127872	46805.1	141392	18943.1	11460.3	6270.17	185.071
SIG1	transcript718	9.09013	167.28	151.189	7.2528	14.083	167.28	5.75004	2.3402
SIG1	transcript719	167.28	458.736	1.73198	6.46369	32.703	0.652869	375.022	2.02082
SIG1	transcript720	458.736	3.99302	14.083	0.351895	9.09013	8.12534	1.02085	2.02082
SIG1	transcript721	60.5964	5.75004	29.4804	26.566	91.0759	67.1087	1534.61	5128.24
SIG1	transcript722	277.144	0.827621	250.549	74.3096	686.226	12.6408	339.068	686.226
SIG1	transcript723	136.637	29.4804	151.189	29.4804	21.5465	17.4409	100.811	12.6408
SIG1	transcript724	414.778	375.022	4194.25	758.884	1254.99	82.2718	60.5964	9.09013
SIG1	transcript725	94587.1	38282.1	780615	285732	7666.33	686.226	38282.1	427121
SIG1	transcript726	2.3402	5.75004	0.222631	3.08383	0.652869	23.9302	3.5156	4.52091
SIG1	transcript727	91.0759	839.224	1254.99	2805.51	839.224	185.071	111.575	123.477
SIG1	transcript728	928.058	839.224	1534.61	2805.51	5128.24	561.088	306.552	285732
SIG1	transcript729	0.105726	11.3365	507.343	40.2064	40.2064	1026.28	136.637	306.552
SIG1	transcript730	136.637	123.477	2805.51	2294.47	414.778	3430.33	1876.49	123.477
SIG1	transcript731	386280	18943.1	11460.3	12672.1	2537.16	577423	15493.5	185.071
SIG1	transcript732	2074.98	167.28	6933.2	63275.9	3793.11	226.497	185.071	2805.51
SIG1	transcript733	2537.16	20946	36.2663	49.3802	8.12534	26.566	15493.5	839.224
SIG1	transcript734	26.566	151.189	226.497	100.811	44.563	339.068	185.071	3.5156
SIG1	transcript735	3793.11	928.058	36.2663	11.3365	82.2718	44.563	928.058	6.46369
SIG1	transcript736	40.2064	758.884	17.4409	21.5465	5.10462	14.083	67.1087	123.477
SIG1	transcript737	12.6408	458.736	414.778	561.088	1134.89	1254.99	3430.33	306.552
SIG1	transcript738	74.3096	5.75004	1.02085	11.3365	3.5156	1.23451	1.73198	74.3096
SIG1	transcript739	4194.25	339.068	204.744	44.563	82.2718	185.071	5.75004	0.652869
SIG1	transcript740	1534.61	167.28	36.2663	277.144	19.3906	91.0759	620.515	285732
SIG1	transcript741	5670.54	74.3096	4.52091	0.222631	185.071	1.02085	5.10462	0.494826
SIG1	transcript742	67.1087	19.3906	204.744	44.563	49.3802	167.28	100.811	1.73198
SIG1	transcript743	2.3402	0.652869	100.811	2.69335	0.105726	1.47075	44.563	49.3802
SIG1	transcript744	507.343	11460.3	3.99302	6.46369	9.09013	561.088	5128.24	8476.97
SIG1	transcript745	11460.3	1387.78	277.144	306.552	60.5964	21.5465	82.2718	156341
SIG1	transcript746	306.552	60.5964	123.477	507.343	21.5465	1254.99	7.2528	28317.1
SIG1	transcript747	339.068	74.3096	375.022	2805.51	2074.98	375.022	151.189	123.477
SIG1	transcript748	0.494826	3.99302	15.6777	67.1087	3.5156	36.2663	17.4409	0
SIG1	transcript749	11.3365	11.3365	36.2663	74.3096	339.068	2074.98	44.563	2074.98
SIG1	transcript750	91.0759	414.778	2294.47	123.477	44.563	54.7067	6270.17	315942
SIG1	transcript751	5670.54	3102.24	3102.24	339.068	620.515	458.736	11460.3	14012
SIG1	transcript752	507.343	204.744	277.144	185.071	151.189	111.575	1254.99	204.744
SIG1	transcript753	49.3802	11.3365	250.549	250.549	2.02082	3.08383	0.494826	3.08383
SIG1	transcript754	151.189	67.1087	620.515	1696.97	3793.11	6270.17	458.736	7.2528
SIG1	transcript755	14.083	82.2718	0.652869	0.105726	0.105726	2.02082	54.7067	3.08383
SIG1	transcript756	74.3096	5.75004	60.5964	151.189	67.1087	21.5465	29.4804	26.566
SIG1	transcript757	9.09013	23.9302	2.3402	10.1569	3.99302	14.083	375.022	12.6408
SIG1	transcript758	10364.4	15493.5	1134.89	686.226	204.744	104588	17131.7	758.884
SIG1	transcript759	9.09013	40.2064	151.189	74.3096	40.2064	0.652869	686.226	339.068
SIG1	transcript760	29.4804	1696.97	12.6408	14.083	306.552	1876.49	758.884	306.552
SIG1	transcript761	620.515	6270.17	123.477	111.575	1876.49	36.2663	620.515	11.3365
SIG1	transcript762	11.3365	74.3096	5.10462	0.105726	0.105726	0.351895	5.10462	0.652869
SIG1	transcript763	31311.1	38282.1	8476.97	4637.8	42329.6	2805.51	151.189	306.552
SIG1	transcript764	10.1569	23.9302	2294.47	4194.25	306.552	6933.2	414.778	82.2718
SIG1	transcript765	226.497	758.884	2537.16	758.884	1387.78	375.022	1026.28	91.0759
SIG1	transcript766	0	0	1.73198	0.222631	3.99302	1.73198	1.02085	5.10462
SIG1	transcript767	375.022	91.0759	3102.24	14012	6933.2	12.6408	74.3096	3.5156
SIG1	transcript768	17131.7	14012	561.088	226.497	167.28	2537.16	928.058	5128.24
SIG1	transcript769	9373.31	3793.11	7666.33	1026.28	2805.51	620.515	458.736	7666.33
SIG1	transcript770	1876.49	686.226	5.10462	19.3906	6.46369	9.09013	23.9302	3430.33
SIG1	transcript771	4637.8	250.549	141392	18943.1	6270.17	6270.17	5670.54	3102.24
SIG1	transcript772	1.02085	0.105726	151.189	339.068	26.566	136.637	0.105726	2.02082
SIG1	transcript773	6270.17	6270.17	339.068	339.068	8476.97	185.071	1.23451	686.226
SIG1	transcript774	17.4409	111.575	339.068	32.703	67.1087	74.3096	74.3096	2294.47
SIG1	transcript775	23160.6	839.224	151.189	226.497	277.144	5670.54	4194.25	561.088
SIG1	transcript776	2.3402	19.3906	29.4804	11.3365	1.47075	14.083	6.46369	5.10462
SIG1	transcript777	3.08383	2.69335	2.02082	23.9302	40.2064	0	5.10462	0.827621
SIG1	transcript778	0.652869	123.477	25609.4	115645	51753.7	226.497	686.226	23.9302
SIG1	transcript779	23.9302	7.2528	414.778	839.224	339.068	458.736	10.1569	3430.33
SIG1	transcript780	7.2528	36.2663	167.28	49.3802	10364.4	8.12534	2.02082	8.12534
SIG1	transcript781	44.563	12.6408	49.3802	250.549	185.071	136.637	60.5964	19.3906
SIG1	transcript782	18943.1	6933.2	7666.33	620.515	4637.8	204.744	9373.31	17131.7
SIG1	transcript783	2.69335	0.652869	7.2528	32.703	0	2.02082	2.02082	0
SIG1	transcript784	151.189	123.477	0.494826	0	8.12534	2.69335	12.6408	3.5156
SIG1	transcript785	19.3906	3.99302	0.652869	3.5156	5.10462	3.08383	0.494826	12.6408
SIG1	transcript786	0.652869	6.46369	6.46369	11.3365	2.02082	0	0.105726	54.7067
SIG1	transcript787	0	0.494826	0	8.12534	0.827621	1.73198	21.5465	23.9302
SIG1	transcript788	14012	25609.4	185.071	306.552	561.088	31311.1	1254.99	2537.16
SIG1	transcript789	5.75004	0.652869	23.9302	21.5465	1.47075	1.47075	12.6408	3.99302
SIG1	transcript790	620.515	620.515	5.10462	1.23451	9.09013	5.75004	2.3402	1.02085
SIG1	transcript791	29.4804	40.2064	1.47075	0.494826	3.5156	23.9302	3.99302	9.09013
SIG1	transcript792	277.144	2.69335	2.3402	1.47075	3.08383	12.6408	3.99302	2.02082
SIG1	transcript793	3793.11	185.071	620.515	1134.89	686.226	136.637	23.9302	31311.1
SIG1	transcript794	0.222631	0.105726	36.2663	26.566	5.75004	3.99302	8.12534	1.02085
SIG1	transcript795	6.46369	10.1569	11.3365	3.5156	0.652869	1.47075	3.99302	74.3096
SIG1	transcript796	339.068	100.811	1696.97	185.071	4637.8	2805.51	14.083	18943.1
SIG1	transcript797	185.071	151.189	14012	17131.7	3430.33	522211	25609.4	18943.1
SIG1	transcript798	1026.28	85542.8	375.022	5670.54	11460.3	91.0759	1134.89	156341
SIG1	transcript799	0.222631	3.99302	44.563	250.549	82.2718	0.105726	100.811	0.494826
SIG1	transcript800	2074.98	2294.47	7666.33	2294.47	250.549	306.552	32.703	42329.6
SIG1	transcript801	5.10462	40.2064	0.351895	4.52091	5.75004	8.12534	26.566	6.46369
SIG1	transcript802	91.0759	1387.78	10364.4	38282.1	472279	1254.99	277.144	54.7067
SIG1	transcript803	167.28	339.068	20946	6270.17	1696.97	1876.49	3430.33	11460.3
SIG1	transcript804	11460.3	1696.97	620.515	10.1569	226.497	9.09013	2.3402	1.23451
SIG1	transcript805	458.736	375.022	31311.1	63275.9	375.022	23160.6	561.088	1026.28
SIG1	transcript806	28317.1	2805.51	6933.2	11460.3	3102.24	620.515	277.144	4194.25
SIG1	transcript807	10.1569	1.73198	74.3096	100.811	620.515	151.189	3102.24	0.652869
SIG1	transcript808	40.2064	1134.89	458.736	620.515	2074.98	74.3096	1534.61	9373.31
SIG1	transcript809	2074.98	4637.8	1026.28	14012	7666.33	10364.4	2537.16	5.75004
SIG1	transcript810	0.222631	8.12534	23.9302	54.7067	5.75004	2.02082	928.058	2.69335
SIG1	transcript811	23.9302	36.2663	100.811	49.3802	1254.99	3102.24	67.1087	4637.8
SIG1	transcript812	414.778	339.068	82.2718	507.343	31311.1	204.744	339.068	686.226
SIG1	transcript813	21.5465	44.563	1696.97	1534.61	40.2064	19.3906	277.144	2294.47
SIG1	transcript814	2.69335	5.10462	19.3906	123.477	23.9302	44.563	5.75004	60.5964
SIG1	transcript815	3102.24	250.549	67.1087	60.5964	1134.89	561.088	1876.49	32.703
SIG1	transcript816	0.222631	8.12534	0.494826	0.105726	23.9302	10.1569	3102.24	1.47075
SIG1	transcript817	2805.51	928.058	686.226	20946	928.058	686.226	4637.8	839.224
SIG1	transcript818	0.652869	151.189	167.28	204.744	36.2663	32.703	100.811	91.0759
SIG1	transcript819	414.778	60.5964	36.2663	36.2663	60.5964	54.7067	758.884	19.3906
SIG1	transcript820	7666.33	414.778	167.28	250.549	32.703	44.563	91.0759	306.552
SIG1	transcript821	91.0759	1696.97	3793.11	1387.78	77363.4	11460.3	82.2718	94587.1
SIG1	transcript822	839.224	67.1087	458.736	1026.28	100.811	928.058	1254.99	386280
SIG1	transcript823	9.09013	5.10462	12.6408	67.1087	5.75004	36.2663	29.4804	2537.16
SIG1	transcript824	74.3096	67.1087	11.3365	5.10462	0.351895	11.3365	1.73198	928.058
SIG1	transcript825	3793.11	2805.51	11460.3	10364.4	1254.99	34621.6	1026.28	4637.8
SIG1	transcript826	32.703	36.2663	0.827621	0.105726	0.105726	2.3402	29.4804	1534.61
SIG1	transcript827	12.6408	3.99302	23.9302	26.566	14.083	2.69335	29.4804	1.23451
SIG1	transcript828	928.058	111.575	10364.4	5128.24	250.549	339.068	36.2663	40.2064
SIG1	transcript829	1876.49	375.022	620.515	1026.28	14.083	91.0759	1134.89	12672.1
SIG1	transcript830	9.09013	10.1569	111.575	21.5465	29.4804	9.09013	1.47075	8.12534
SIG1	transcript831	2805.51	6270.17	2074.98	1534.61	82.2718	250.549	4194.25	2805.51
SIG1	transcript832	0.351895	2.3402	0	2.3402	0.222631	3.99302	4.52091	2.02082
SIG1	transcript833	1026.28	54.7067	123.477	123.477	507.343	167.28	54.7067	458.736
SIG1	transcript834	191147	14012	306.552	686.226	14012	123.477	136.637	306.552
SIG1	transcript835	2805.51	23160.6	414.778	151.189	1254.99	8476.97	15493.5	2294.47
SIG1	transcript836	620.515	5670.54	5128.24	5128.24	277.144	686.226	34621.6	123.477
SIG1	transcript837	0.652869	3.08383	10.1569	3.99302	1.47075	2.69335	19.3906	54.7067
SIG1	transcript838	0.222631	14.083	29.4804	928.058	507.343	82.2718	23.9302	1254.99
SIG1	transcript839	6933.2	1134.89	5670.54	5128.24	46805.1	6933.2	6933.2	2074.98
SIG1	transcript840	111.575	167.28	10364.4	2294.47	306.552	686.226	127872	25609.4
SIG1	transcript841	339.068	414.778	111.575	19.3906	60.5964	2294.47	2805.51	25609.4
SIG1	transcript842	111.575	185.071	2805.51	1134.89	185.071	1696.97	3793.11	51753.7
SIG1	transcript843	12.6408	414.778	0.494826	1.23451	0	2.3402	2.69335	7.2528
SIG1	transcript844	1134.89	14.083	277.144	250.549	2294.47	10364.4	3793.11	19.3906
SIG1	transcript845	167.28	21.5465	0.494826	3.5156	67.1087	123.477	5.75004	0.652869
SIG1	transcript846	19.3906	0	2.69335	15.6777	9.09013	0.351895	204.744	151.189
SIG1	transcript847	3430.33	1534.61	17131.7	7666.33	2805.51	3102.24	23160.6	31311.1
SIG1	transcript848	1026.28	36.2663	277.144	4194.25	928.058	3430.33	67.1087	7666.33
SIG1	transcript849	561.088	1134.89	204.744	82.2718	758.884	1.02085	3793.11	2.3402
SIG1	transcript850	0.827621	9.09013	0.827621	0.222631	2.02082	0.494826	0.494826	1876.49
SIG1	transcript851	12.6408	40.2064	6.46369	2.69335	7.2528	339.068	4.52091	23.9302
SIG1	transcript852	44.563	8.12534	15.6777	26.566	0.351895	2.02082	100.811	0.351895
SIG1	transcript853	620.515	40.2064	15.6777	8.12534	26.566	2.02082	1026.28	4637.8
SIG1	transcript854	1876.49	3102.24	4637.8	7666.33	11460.3	507.343	3430.33	1534.61
SIG1	transcript855	185.071	1876.49	111.575	74.3096	123.477	3102.24	185.071	226.497
SIG1	transcript856	36.2663	2.69335	12.6408	3.5156	0.105726	44.563	3.5156	10.1569
SIG1	transcript857	928.058	54.7067	507.343	758.884	23.9302	2074.98	375.022	620.515
SIG1	transcript858	620.515	10364.4	82.2718	100.811	3793.11	1876.49	8.12534	111.575
SIG1	transcript859	6933.2	156341	25609.4	38282.1	3430.33	25609.4	38282.1	100.811
SIG1	transcript860	686.226	167.28	2537.16	1026.28	3430.33	1534.61	11460.3	1254.99
SIG1	transcript861	250.549	5670.54	5128.24	9373.31	11460.3	2294.47	758.884	8.12534
SIG1	transcript862	29.4804	10.1569	9.09013	14.083	167.28	111.575	185.071	1.47075
SIG1	transcript863	151.189	185.071	339.068	1696.97	123.477	185.071	5670.54	507.343
SIG1	transcript864	0.351895	11.3365	44.563	151.189	11.3365	54.7067	3.08383	0.652869
SIG1	transcript865	1254.99	339.068	6270.17	23160.6	2805.51	100.811	123.477	2805.51
SIG1	transcript866	2074.98	54.7067	10364.4	3793.11	1026.28	349345	34621.6	151.189
SIG1	transcript867	507.343	204.744	23.9302	91.0759	74.3096	19.3906	21.5465	111.575
SIG1	transcript868	686.226	10364.4	5670.54	6933.2	46805.1	4637.8	26.566	25609.4
SIG1	transcript869	185.071	60.5964	250.549	204.744	32.703	561.088	1876.49	561.088
SIG1	transcript870	54.7067	839.224	136.637	167.28	458.736	2.3402	1.47075	339.068
SIG1	transcript871	507.343	11460.3	167.28	686.226	21.5465	36.2663	928.058	1534.61
SIG1	transcript872	2294.47	1534.61	1696.97	7666.33	17131.7	306.552	49.3802	758.884
SIG1	transcript873	1.73198	1.02085	0	0.222631	277.144	10.1569	0.494826	21.5465
SIG1	transcript874	17.4409	3.08383	136.637	32.703	7.2528	23.9302	100.811	67.1087
SIG1	transcript875	14.083	928.058	17.4409	111.575	91.0759	82.2718	375.022	4194.25
SIG1	transcript876	9373.31	46805.1	1876.49	2074.98	46805.1	12672.1	250.549	91.0759
SIG1	transcript877	1254.99	2805.51	8476.97	18943.1	1387.78	23160.6	21.5465	1.47075
SIG1	transcript878	1.02085	1.47075	10.1569	2.69335	1.23451	17.4409	23.9302	44.563
