DESC	FID	SAMPLETYPE	human	chimp	orang	baboon	macaque	gibbon	horse	cat	marmoset	cow	mouse	rat
L4.5	simfam1366	Heart	26.9664	45.7256	57.4502	26.9664	41.0358	66.8298	15.2419	66.8298	10.5521	59.7951	105.521	106.693
L4.5	simfam1367	Heart	18.7595	9.37977	12.8972	8.2073	12.8972	0	71.5207	35.1741	72.6932	50.4163	19.932	10.5522
L4.5	simfam1368	Heart	44.5699	37.5325	44.5699	39.8783	42.2241	55.1259	12.9018	38.7054	48.0886	64.5091	46.9157	70.3735
L4.5	simfam1369	Heart	51.603	30.4927	25.8015	22.2831	19.9375	31.6655	38.7023	52.7758	1.1728	68.0222	25.8015	5.86398
L4.5	simfam1370	Heart	0	18.7583	16.4135	38.689	23.4479	29.3099	41.0338	24.6203	23.4479	2.34479	12.8963	18.7583
L4.5	simfam1371	Heart	18.7592	41.0357	14.0694	10.552	8.20714	10.552	11.7245	66.8295	44.553	1.17245	91.4509	63.3122
L4.5	simfam1372	Heart	158.299	147.746	158.299	152.436	162.99	136.02	114.914	23.4518	73.873	91.4618	19.934	48.0761
L4.5	simfam1373	Heart	28.1372	7.0343	2.34477	9.37907	1.17238	10.5515	97.3079	30.482	16.4134	98.4803	22.2753	26.9648
L4.5	simfam1374	Heart	72.7036	72.7036	80.9121	60.9772	70.3584	83.2574	50.4235	111.401	43.3877	84.43	44.5603	0
L4.5	simfam1375	Heart	71.5299	53.9406	72.7025	34.006	31.6608	56.2858	39.8691	31.6608	26.9703	37.5239	24.625	16.4167
L4.5	simfam1376	Heart	22.2765	32.8285	25.7938	42.2081	34.0009	7.03468	9.37957	23.4489	4.68978	32.8285	26.9663	10.552
L4.5	simfam1377	Heart	30.482	21.1029	24.6201	41.0335	44.5506	7.03431	55.1021	8.2067	26.9649	42.2059	19.9306	14.0686
L4.5	simfam1378	Heart	22.2762	32.8281	78.553	32.8281	31.6557	76.2082	31.6557	11.7243	2.34487	30.4833	0	23.4487
L4.5	simfam1379	Heart	31.6561	23.4489	15.2418	25.7938	23.4489	2.34489	5.86224	30.4836	22.2765	51.5877	58.6224	1.17245
L4.5	simfam1380	Heart	11.7246	37.5187	1.17246	34.0013	32.8289	21.1043	5.8623	43.381	36.3462	37.5187	2.34492	51.5882
L4.5	simfam1381	Heart	42.2096	50.417	63.3144	4.68995	16.4148	49.2445	118.421	98.489	21.1048	2.34498	97.3165	90.2816
L4.5	simfam1382	Heart	2.34491	0	42.2083	15.2419	14.0694	12.897	59.7951	86.7615	32.8287	52.7604	46.8981	12.897
L4.5	simfam1383	Heart	35.1747	66.8319	38.6921	30.4847	51.5895	12.8974	8.20742	26.9672	22.2773	65.6594	53.9345	22.2773
L4.5	simfam1384	Heart	16.4134	12.8962	7.03432	24.6201	2.34477	9.37909	38.6887	8.2067	1.17239	55.1021	155.927	106.687
L4.5	simfam1385	Heart	48.0681	55.1025	44.551	25.7927	25.7927	45.7233	48.0681	28.1374	1.17239	15.2411	44.551	43.3786
L4.5	simfam1386	Heart	79.7388	103.191	64.4946	68.0125	84.4293	94.9829	57.4588	21.1073	29.3157	62.1493	79.7388	15.2442
L4.5	simfam1387	Heart	12.8962	8.20669	44.5506	0	8.20669	19.9305	124.273	119.583	73.8603	97.308	17.5858	46.8954
L4.5	simfam1388	Heart	83.2423	86.7596	92.6217	36.3452	42.2074	66.8283	34.0004	19.9313	28.1382	46.8971	131.312	113.725
L4.5	simfam1389	Heart	45.7382	51.6021	63.3299	65.6754	60.9843	34.0105	19.9372	28.1466	49.2566	66.8482	0	18.7644
L4.5	simfam1390	Heart	49.2504	43.3873	35.1789	31.661	14.0715	16.4168	17.5894	68.0125	23.4526	18.7621	80.9114	151.269
L4.5	simfam1391	Heart	157.102	128.964	141.861	103.171	97.3094	104.344	7.03442	19.9309	85.5854	105.516	0	19.9309
L4.5	simfam1392	Heart	45.7241	38.6896	44.5517	43.3793	51.5862	9.3793	36.3448	10.5517	56.2758	19.931	19.931	36.3448
L4.5	simfam1393	Heart	89.1063	82.0716	75.0369	105.521	120.762	90.2788	91.4512	72.692	51.5879	94.9686	21.1041	11.7245
L4.5	simfam1394	Heart	42.2066	41.0342	55.103	55.103	32.8273	48.0686	97.3096	5.86202	11.724	96.1372	0	2.34481
L4.5	simfam1395	Heart	59.7916	80.8945	106.687	118.411	125.445	92.6183	73.8602	91.446	93.7907	76.205	1.17238	7.0343
L4.5	simfam1396	Heart	97.3444	114.937	98.5172	37.5304	46.913	71.5423	4.6913	16.4195	24.6293	48.0858	9.38259	0
L4.5	simfam1397	Heart	33.9993	25.7926	48.0679	5.86194	15.2411	29.3097	8.20672	19.9306	18.7582	10.5515	77.3777	53.9299
L4.5	simfam1398	Heart	113.724	94.9657	110.207	71.5174	87.9312	116.069	72.6898	35.1725	71.5174	111.38	50.4139	5.86208
L4.5	simfam1399	Heart	53.9404	41.0416	56.2857	69.1845	72.7023	52.7678	14.0714	58.6309	23.4524	53.9404	60.9762	16.4167
L4.5	simfam1400	Heart	10.5523	3.51744	51.5891	19.9322	3.51744	48.0717	14.0698	24.6221	30.4845	86.7635	22.2771	0
L4.5	simfam1401	Heart	4.68964	9.37928	23.4482	37.5171	41.0343	11.7241	31.6551	1.17241	14.0689	24.6206	7.03446	32.8275
L4.5	simfam1402	Heart	35.1753	42.2103	18.7602	11.7251	12.8976	36.3478	71.5231	140.701	18.7602	106.698	72.6956	86.7657
L4.5	simfam1403	Heart	48.0745	49.247	41.0392	92.6313	63.3176	31.6588	28.1411	55.1097	76.2156	16.4157	34.0039	77.3882
L4.5	simfam1404	Heart	104.36	111.395	106.705	119.603	107.877	106.705	14.071	41.0404	134.847	4.69033	62.1468	49.2484
L4.5	simfam1405	Heart	72.6907	66.8285	73.8631	106.691	109.036	75.0355	32.8281	84.415	102.001	71.5183	117.243	70.3458
L4.5	simfam1406	Heart	49.2444	32.8296	58.6243	97.3164	89.109	46.8995	22.2772	4.68995	21.1048	32.8296	8.20741	52.7619
L4.5	simfam1407	Heart	90.2842	93.8017	119.597	120.77	127.805	111.39	26.968	58.6261	119.597	10.5527	30.4856	1.17252
L4.5	simfam1408	Heart	2.34483	1.17242	0	51.5863	34.0001	5.86208	24.6207	79.7243	5.86208	38.6897	5.86208	5.86208
L4.5	simfam1409	Heart	16.4187	14.0732	12.9004	42.2196	14.0732	21.1098	38.7013	60.9838	43.3923	139.559	7.0366	1.17277
L4.5	simfam1410	Heart	36.3441	60.9643	50.4127	19.9306	5.86195	43.3784	44.5508	60.9643	53.9299	31.6545	39.8612	44.5508
L4.5	simfam1411	Heart	31.6553	42.207	1.17242	25.7932	16.4138	9.37934	3.51725	10.5518	14.069	46.8967	5.86209	7.03451
L4.5	simfam1412	Heart	59.8161	66.8533	66.8533	10.5558	15.2472	41.0503	76.2362	51.6061	44.5689	72.7176	36.3588	78.582
L4.5	simfam1413	Heart	42.2098	42.2098	30.4849	69.1772	60.9698	35.1749	63.3147	68.0047	57.4523	11.725	72.6947	8.20747
L4.5	simfam1414	Heart	28.1435	25.7982	52.769	14.0717	17.5897	22.2803	0	18.7623	5.86323	36.352	41.0426	24.6255
L4.5	simfam1415	Heart	136.001	131.312	125.45	157.105	162.967	136.001	23.4485	26.9658	78.5525	48.0695	32.8279	7.03456
L4.5	simfam1416	Heart	49.2597	59.8154	25.8027	12.9014	25.8027	41.0498	107.902	109.075	83.2724	87.9638	41.0498	8.20995
L4.5	simfam1417	Heart	72.6901	79.7246	72.6901	44.552	50.4141	98.4833	68.0004	5.8621	17.5863	17.5863	0	48.0692
L4.5	simfam1418	Heart	18.7592	12.8969	3.51734	10.552	29.3112	57.45	3.51734	103.175	2.3449	43.3806	32.8286	34.001
L4.5	simfam1419	Heart	29.3251	26.9791	24.6331	43.4011	16.422	8.21102	29.3251	73.8992	1.173	72.7262	69.2072	93.8403
L4.5	simfam1420	Heart	8.20729	1.17247	28.1393	0	3.51741	16.4146	91.4527	96.1426	43.3814	32.8292	17.5871	23.4494
L4.5	simfam1421	Heart	15.2452	24.6269	2.34542	11.7271	24.6269	2.34542	16.4179	37.5267	38.6994	9.38168	15.2452	3.51813
L4.5	simfam1422	Heart	15.2411	45.7233	55.1024	18.7583	39.8613	31.6546	91.4466	1.17239	26.965	8.20674	52.7576	4.68957
L4.5	simfam1423	Heart	48.0723	68.0048	36.3474	83.2472	46.8998	72.6947	45.7273	32.8299	30.4849	57.4523	3.51749	24.6224
L4.5	simfam1424	Heart	25.7927	16.4135	15.2411	9.37915	12.8963	39.8614	22.2755	3.51718	10.5515	110.205	62.1368	66.8264
L4.5	simfam1425	Heart	65.6699	60.9792	51.5978	4.69071	1.17268	55.1158	19.9355	65.6699	10.5541	46.9071	69.188	37.5257
L4.5	simfam1426	Heart	14.0753	14.0753	29.3235	36.3612	28.1506	51.6094	78.5871	66.8577	21.113	21.113	30.4965	60.993
L4.5	simfam1427	Heart	50.4229	30.4883	82.0838	34.0061	31.6609	76.2207	10.5536	12.8989	14.0715	38.6967	59.8039	132.507
L4.5	simfam1428	Heart	0	1.17251	1.17251	3.51753	35.1753	30.4853	71.5232	53.9355	24.6227	87.9383	77.3857	49.2454
L4.5	simfam1429	Heart	25.7974	19.9344	7.03566	14.0713	9.38088	19.9344	87.9457	48.077	32.8331	43.3866	35.1783	32.8331
L4.5	simfam1430	Heart	126.668	153.644	161.854	163.026	150.125	153.644	30.4942	10.5557	155.989	16.4199	39.877	23.457
L4.5	simfam1431	Heart	25.7955	34.0031	0	2.34504	10.5527	11.7252	1.17252	44.5558	19.9329	28.1405	42.2107	39.8657
L4.5	simfam1432	Heart	28.1392	48.0711	52.761	44.5537	49.2436	3.5174	105.522	19.9319	38.6914	34.0015	64.4856	125.454
L4.5	simfam1433	Heart	25.793	26.9654	25.793	56.2757	75.0343	17.5862	46.8964	17.5862	26.9654	2.34482	50.4137	85.586
L4.5	simfam1434	Heart	75.043	52.7646	59.7999	46.9019	43.3842	50.4195	28.1411	29.3137	24.6235	39.8666	21.1058	14.0706
L4.5	simfam1435	Heart	66.8357	82.079	92.632	79.7339	65.6632	53.9376	25.7962	23.4511	3.51767	35.1767	46.9023	68.0083
L4.5	simfam1436	Heart	42.2076	71.5185	41.0352	31.6557	42.2076	84.4153	106.692	32.8282	73.8634	94.9672	18.759	22.2763
L4.5	simfam1437	Heart	59.7923	62.1371	53.9304	2.3448	2.3448	65.6543	9.37919	7.03439	59.7923	50.4132	43.3788	93.7919
L4.5	simfam1438	Heart	23.4495	22.2771	16.4147	11.7248	14.0697	39.8642	49.244	26.967	43.3816	45.7266	34.0018	8.20733
L4.5	simfam1439	Heart	35.1715	42.2058	30.482	30.482	39.8611	35.1715	29.3096	14.0686	52.7573	26.9648	43.3782	4.68954
L4.5	simfam1440	Heart	43.3855	32.8323	57.4565	19.9339	16.4161	35.1774	24.6242	7.03549	63.3194	89.1162	63.3194	59.8016
L4.5	simfam1441	Heart	0	22.2865	16.4217	2.34595	5.86488	3.51893	35.1893	11.7298	0	19.9406	0	26.9784
L4.5	simfam1442	Heart	2.34479	5.86197	7.03436	25.7927	28.1374	5.86197	10.5515	110.205	32.827	71.516	36.3442	22.2755
L4.5	simfam1443	Heart	23.4477	36.344	18.7582	2.34477	0	5.86193	72.688	130.135	7.03432	30.4821	49.2402	52.7574
L4.5	simfam1444	Heart	73.88	53.9441	78.5708	85.607	48.0806	71.5346	0	44.5625	49.2533	56.2895	16.4178	4.69079
L4.5	simfam1445	Heart	87.9434	53.9386	63.3193	11.7258	9.38063	64.4918	1.17258	44.558	0	7.03547	69.1822	75.0451
L4.5	simfam1446	Heart	52.7589	48.0692	38.6899	10.5518	21.1036	34.0002	69.1728	126.621	9.37936	102.001	70.3452	31.6553
L4.5	simfam1447	Heart	52.7755	55.1211	58.6395	63.3306	89.132	62.1578	25.8014	15.2463	21.1102	4.69116	15.2463	14.0735
L4.5	simfam1448	Heart	87.934	90.2789	28.1389	3.51736	29.3113	51.588	25.794	14.0694	12.897	18.7593	15.2419	58.6227
L4.5	simfam1449	Heart	140.688	152.412	120.757	100.826	109.033	114.895	5.86199	58.6199	60.9647	62.1371	3.51719	5.86199
L4.5	simfam1450	Heart	31.6586	38.6938	31.6586	102.011	102.011	36.3488	116.082	98.4934	65.6623	18.7607	16.4156	18.7607
L4.5	simfam1451	Heart	105.531	98.4954	114.911	96.1503	90.2875	117.256	50.4203	109.048	92.6326	8.20795	15.2433	0
L4.5	simfam1452	Heart	2.34483	10.5517	19.931	53.931	43.3793	38.6897	66.8276	73.8621	42.2069	79.7241	32.8276	11.7241
L4.5	simfam1453	Heart	31.6764	18.7712	2.3464	15.2516	1.1732	8.2124	21.1176	4.6928	3.5196	7.0392	69.2188	80.9508
L4.5	simfam1454	Heart	124.275	116.068	106.689	94.9649	84.4133	112.551	7.03444	49.2411	117.241	38.6894	11.7241	15.2413
L4.5	simfam1455	Heart	8.20714	36.3459	8.20714	10.552	1.17245	23.449	53.9326	46.8979	14.0694	55.1051	64.4847	31.6561
L4.5	simfam1456	Heart	16.4187	39.8741	18.7643	4.69107	0	17.5915	60.9839	25.8009	0	44.5652	96.167	111.413
L4.5	simfam1457	Heart	11.7238	18.7581	3.51715	31.6544	30.482	23.4477	26.9648	32.8268	14.0686	2.34477	3.51715	35.1715
L4.5	simfam1458	Heart	44.5553	53.9353	48.0728	52.7628	43.3828	57.4529	15.2426	18.7601	15.2426	25.7952	41.0378	0
L4.5	simfam1459	Heart	2.34477	8.2067	25.7925	2.34477	2.34477	1.17239	46.8954	2.34477	9.37909	10.5515	10.5515	31.6544
L4.5	simfam1460	Heart	17.5859	42.2062	8.20677	16.4135	8.20677	11.724	64.4817	29.3099	1.1724	46.8958	17.5859	35.1719
L4.5	simfam1461	Heart	90.2738	100.825	76.2052	85.5843	96.1357	87.929	33.9992	60.9641	65.6537	28.1373	101.998	80.8947
L4.5	simfam1462	Heart	36.3451	22.276	22.276	16.4139	7.03454	19.9312	38.6899	22.276	24.6209	24.6209	59.7936	63.3108
L4.5	simfam1463	Heart	34.0012	43.3808	28.1389	65.6575	76.2096	29.3114	11.7245	71.5197	1.17245	16.4144	35.1736	59.7952
L4.5	simfam1464	Heart	3.51716	12.8962	30.482	17.5858	28.1373	23.4477	53.9297	51.585	43.3783	36.344	8.2067	45.723
L4.5	simfam1465	Heart	80.9146	71.5332	75.0512	53.943	57.4611	69.1878	91.4686	51.5977	37.5256	10.5541	51.5977	11.7267
L4.5	simfam1466	Heart	56.2766	39.8626	62.1387	43.3798	43.3798	26.9658	19.9313	58.6214	51.5868	57.449	39.8626	118.415
L4.5	simfam1467	Heart	0	16.4136	0	21.1032	14.0688	21.1032	5.862	60.9648	3.5172	43.3788	51.5856	45.7236
L4.5	simfam1468	Heart	127.849	125.503	117.293	68.0297	70.3756	114.947	120.811	79.759	137.232	59.8193	78.5861	57.4734
L4.5	simfam1469	Heart	22.2757	2.34481	26.9653	28.1377	32.8273	35.1721	0	10.5516	24.6205	3.51721	1.1724	1.1724
L4.5	simfam1470	Heart	62.1363	71.5154	78.5497	79.7221	80.8945	53.9297	76.2049	96.1355	66.8259	179.375	70.343	93.7907
L4.5	simfam1471	Heart	23.4483	28.138	24.6208	15.2414	16.4138	22.2759	53.9312	12.8966	12.8966	93.7934	3.51725	8.20692
L4.5	simfam1472	Heart	64.4824	73.8617	59.7928	80.8961	77.3789	63.31	11.7241	2.34482	59.7928	46.8963	59.7928	22.2757
L4.5	simfam1473	Heart	5.86306	10.5535	38.6962	14.0713	31.6605	22.2796	62.1484	9.38089	21.107	28.1427	23.4522	9.38089
L4.5	simfam1474	Heart	5.86346	28.1446	39.8716	34.0081	24.6265	24.6265	21.1085	12.8996	8.20885	26.9719	44.5623	24.6265
L4.5	simfam1475	Heart	7.03436	25.7927	2.34479	25.7927	21.1031	24.6203	9.37915	11.7239	21.1031	77.378	5.86197	30.4822
L4.5	simfam1476	Heart	4.69033	2.34517	14.071	25.7968	4.69033	14.071	3.51775	63.3195	0	68.0098	3.51775	56.284
L4.5	simfam1477	Heart	14.0692	26.966	0	15.2417	7.03462	14.0692	17.5865	4.68975	25.7936	28.1385	10.5519	24.6212
L4.5	simfam1478	Heart	15.2411	11.7239	0	12.8963	5.86195	8.20673	5.86195	5.86195	29.3098	17.5859	26.965	22.2754
L4.5	simfam1479	Heart	44.5534	45.7259	19.9318	10.5521	10.5521	12.897	23.4492	3.51737	21.1042	34.0013	21.1042	5.86229
L4.5	simfam1480	Heart	80.8956	90.2748	53.9304	99.654	103.171	77.3784	19.9308	32.8272	45.7236	46.896	82.068	127.792
L4.5	simfam1481	Heart	49.2413	56.2757	30.4827	29.3103	29.3103	38.6896	37.5171	18.7586	7.03447	3.51723	56.2757	25.793
L4.5	simfam1482	Heart	69.1731	43.3798	37.5176	14.0691	23.4485	58.6213	14.0691	26.9658	53.9316	14.0691	56.2765	60.9662
L4.5	simfam1483	Heart	55.1034	57.4482	58.6207	42.2069	43.3793	28.1379	18.7586	59.7931	14.069	35.1724	24.6207	35.1724
L4.5	simfam1484	Heart	46.8958	42.2062	65.6541	19.9307	7.03437	49.2406	1.17239	52.7578	62.1369	24.6203	56.2749	19.9307
L4.5	simfam1485	Heart	31.6592	29.3141	32.8318	25.7964	19.9336	39.8671	17.5884	73.8715	14.0708	37.522	26.9689	28.1415
L4.5	simfam1486	Heart	50.4187	37.5209	23.4506	15.2429	11.7253	22.278	24.6231	5.86264	16.4154	64.489	31.6583	17.5879
L4.5	simfam1487	Heart	38.7027	22.2834	10.5553	4.69124	0	35.1843	31.6659	1.17281	5.86405	31.6659	7.03686	44.5668
L4.5	simfam1488	Heart	21.1123	5.86453	19.9394	17.5936	1.17291	38.7059	29.3226	23.4581	43.3975	36.3601	28.1497	43.3975
L4.5	simfam1489	Heart	77.3801	72.6904	68.0007	49.2419	59.7937	62.1385	8.20698	35.1728	4.6897	22.2761	49.2419	103.173
L4.5	simfam1490	Heart	10.5519	34.0004	7.03457	83.2424	58.6214	56.2766	49.242	25.7934	46.8971	21.1037	38.6901	44.5523
L4.5	simfam1491	Heart	16.4142	12.8969	45.7252	45.7252	23.4488	35.1732	66.8292	45.7252	31.6559	52.7599	83.2434	7.03465
L4.5	simfam1492	Heart	79.7424	75.0516	50.4253	49.2526	55.116	24.6263	49.2526	24.6263	76.2243	37.5258	34.0078	73.8789
L4.5	simfam1493	Heart	18.7596	4.6899	4.6899	46.899	38.6917	4.6899	46.899	8.20733	16.4147	23.4495	2.34495	38.6917
L4.5	simfam1494	Heart	49.2418	18.7588	31.6555	25.7933	28.1382	18.7588	85.587	65.6558	9.37939	12.8967	14.0691	25.7933
L4.5	simfam1495	Heart	116.088	103.189	87.9455	130.159	114.915	76.2194	34.0056	91.4633	123.124	12.8987	16.4165	19.9343
L4.5	simfam1496	Heart	68.0033	53.9337	73.8657	98.4876	94.9702	49.2438	8.2073	90.2803	78.5556	93.7977	64.4859	83.2455
L4.5	simfam1497	Heart	2.34492	0	4.68985	23.4492	19.9318	8.20723	31.6565	52.7608	4.68985	49.2434	46.8985	52.7608
L4.5	simfam1498	Heart	22.2784	8.20784	9.38039	22.2784	49.2471	3.51765	8.20784	22.2784	8.20784	28.1412	56.2824	9.38039
L4.5	simfam1499	Heart	89.1192	87.9466	105.536	110.226	103.191	84.4287	53.9406	19.9346	116.09	9.38097	21.1072	1.17262
L4.5	simfam1500	Heart	102.008	100.836	92.6282	49.2454	68.0055	85.5932	32.8303	77.3856	51.5904	17.5876	31.6577	30.4852
L4.5	simfam1501	Heart	4.68968	16.4139	14.069	23.4484	19.9311	17.5863	59.7934	18.7587	11.7242	59.7934	34.0002	89.1039
L4.5	simfam1502	Heart	4.6898	4.6898	15.2418	11.7245	18.7592	19.9316	18.7592	63.3123	30.4837	46.898	14.0694	14.0694
L4.5	simfam1503	Heart	4.68955	49.2403	29.3097	2.34478	14.0687	36.344	42.206	14.0687	55.1022	84.412	10.5515	36.344
L4.5	simfam1504	Heart	15.241	10.5515	16.4134	7.03431	18.7582	26.9649	41.0335	28.1372	25.7925	5.86193	86.7565	44.5506
L4.5	simfam1505	Heart	12.8976	14.0701	19.9326	9.38005	7.03504	5.86253	12.8976	11.7251	11.7251	31.6577	103.181	35.1752
L4.5	simfam1506	Heart	52.7685	46.9054	69.1854	89.1202	92.6381	91.4655	11.7263	22.28	100.847	26.9706	38.6969	48.078
L4.5	simfam1507	Heart	10.5522	19.9318	2.34492	25.7941	15.242	1.17246	1.17246	30.484	42.2086	17.5869	19.9318	39.8637
L4.5	simfam1508	Heart	103.175	106.693	119.59	105.52	100.83	70.3468	87.9336	62.1397	73.8642	96.1407	57.4499	34.001
L4.5	simfam1509	Heart	58.6461	79.7587	52.7815	72.7212	65.6836	80.9316	50.4357	1.17292	147.788	11.7292	83.2775	57.4732
L4.5	simfam1510	Heart	35.1758	1.17253	18.7604	22.278	36.3483	24.6231	82.0769	9.38022	1.17253	48.0736	75.0417	73.8692
L4.5	simfam1511	Heart	57.4747	45.7452	68.0313	36.3616	36.3616	70.3772	110.258	82.1068	65.6854	22.2861	21.1132	62.1665
L4.5	simfam1512	Heart	71.5258	75.0434	60.9728	69.1807	76.216	78.5611	25.7962	58.6277	60.9728	0	71.5258	100.84
L4.5	simfam1513	Heart	87.9405	76.2151	87.9405	69.1799	86.768	100.838	11.7254	82.0778	73.87	16.4156	1.17254	55.1094
L4.5	simfam1514	Heart	2.34488	12.8969	14.0693	8.20709	7.03465	4.68977	8.20709	16.4142	16.4142	31.6559	26.9662	15.2417
L4.5	simfam1515	Heart	48.068	62.1366	23.4478	55.1023	50.4127	16.4135	33.9993	1.17239	83.2396	38.6889	39.8612	10.5515
L4.5	simfam1516	Heart	16.4134	9.37908	2.34477	2.34477	21.1029	7.03431	19.9305	24.6201	5.86193	4.68954	1.17239	21.1029
L4.5	simfam1517	Heart	38.6955	48.0762	75.0458	94.9798	70.3554	78.5636	77.391	30.4874	117.259	31.6599	41.0407	41.0407
L4.5	simfam1518	Heart	17.5862	25.7931	16.4138	3.51724	4.68965	18.7586	45.7241	69.1724	21.1034	66.8275	51.5862	41.0344
L4.5	simfam1519	Heart	111.382	114.899	124.279	63.3117	73.8637	89.1054	36.3456	3.51732	70.3464	66.829	11.7244	9.37951
L4.5	simfam1520	Heart	67.9988	72.6883	71.5159	45.7233	56.2748	113.722	46.8957	9.37914	26.965	8.20675	8.20675	2.34478
L4.5	simfam1521	Heart	53.9387	58.629	89.1161	42.2129	41.0403	71.5274	0	90.2887	1.17258	5.8629	62.1468	42.2129
L4.5	simfam1522	Heart	14.0688	5.86199	11.724	11.724	2.3448	38.6891	15.2412	76.2058	79.723	53.9303	99.6538	72.6886
L4.5	simfam1523	Heart	32.8271	23.448	26.9652	62.1371	51.5855	35.1719	14.0688	21.1032	33.9995	89.1022	25.7928	37.5167
L4.5	simfam1524	Heart	31.6583	28.1407	52.7639	31.6583	29.3133	28.1407	28.1407	8.20771	46.9012	32.8308	73.8694	39.866
L4.5	simfam1525	Heart	55.1023	53.93	72.6882	51.5852	80.8949	67.9986	66.8262	37.5165	8.20673	44.5508	9.37912	4.68956
L4.5	simfam1526	Heart	85.6156	85.6156	82.0972	53.9496	43.3942	41.0486	29.3204	39.8758	43.3942	28.1476	1.17282	49.2583
L4.5	simfam1527	Heart	118.415	125.449	104.346	109.035	114.898	144.208	23.4485	70.3455	119.587	5.86212	3.51727	78.5524
L4.5	simfam1528	Heart	34.0015	58.6232	42.2087	32.829	37.5189	62.1406	17.587	52.7609	15.242	17.587	26.9667	4.68986
L4.5	simfam1529	Heart	0	1.17241	22.2759	30.4828	44.5517	5.86207	23.4483	0	10.5517	10.5517	65.6552	103.172
L4.5	simfam1530	Heart	45.7296	21.106	24.6237	37.5218	51.5924	1.17256	29.3139	64.4905	19.9334	17.5883	18.7609	23.4511
L4.5	simfam1531	Heart	26.9675	25.795	22.2775	37.52	43.3824	57.4524	11.725	31.6575	23.45	17.5875	10.5525	53.9349
L4.5	simfam1532	Heart	18.7582	5.86193	0	33.9992	35.1716	37.5164	8.20671	4.68955	1.17239	53.9298	94.9633	97.3081
L4.5	simfam1533	Heart	3.51757	9.38018	53.9361	22.2779	18.7604	38.6933	46.9009	18.7604	41.0383	48.0734	31.6581	7.03514
L4.5	simfam1534	Heart	31.6619	19.9353	32.8346	7.03599	7.03599	44.5613	70.3599	24.626	49.2519	69.1872	42.2159	80.9139
L4.5	simfam1535	Heart	26.9681	34.0032	10.5527	39.8659	21.1055	24.623	96.1471	41.0384	5.86263	75.0416	91.457	91.457
L4.5	simfam1536	Heart	41.0344	33.9999	12.8965	30.4827	43.3792	14.0689	87.9308	32.8275	4.68965	112.551	8.20688	15.2413
L4.5	simfam1537	Heart	15.2423	22.2772	4.68993	8.20738	11.7248	23.4497	41.0369	65.6591	34.002	26.9671	79.7289	49.2443
L4.5	simfam1538	Heart	26.9649	36.344	21.103	77.3775	67.9984	29.3097	107.86	29.3097	24.6201	79.7223	11.7239	53.9298
L4.5	simfam1539	Heart	41.0439	42.2166	43.3893	0	0	50.4254	28.1444	65.6703	29.3171	97.3327	37.5259	60.9796
L4.5	simfam1540	Heart	82.0835	84.4288	97.3276	64.4942	96.155	77.393	28.1429	45.7322	89.1192	53.9406	59.8037	57.4585
L4.5	simfam1541	Heart	52.7585	58.6205	62.1378	11.7241	23.4482	30.4827	41.0344	103.172	60.9654	51.5861	44.5516	49.2413
L4.5	simfam1542	Heart	124.277	132.483	53.9313	93.7936	90.2763	58.621	3.51726	29.3105	28.1381	28.1381	4.68968	8.20694
L4.5	simfam1543	Heart	28.1386	18.759	1.17244	35.1732	46.8976	18.759	12.8968	65.6566	10.552	8.20708	70.3464	37.5181
L4.5	simfam1544	Heart	24.6217	0	43.3811	45.726	36.3463	7.03477	73.8651	64.4854	3.51738	2.34492	7.03477	19.9318
L4.5	simfam1545	Heart	10.5517	21.1034	8.20689	17.5862	2.34483	22.2758	78.5516	39.862	7.03448	18.7586	52.7586	26.9655
L4.5	simfam1546	Heart	98.4898	110.215	123.112	109.042	105.525	107.87	79.7298	125.457	71.5223	53.9349	91.4548	23.4499
L4.5	simfam1547	Heart	18.7582	21.103	0	18.7582	23.4477	17.5858	7.03432	80.8947	43.3783	15.241	99.6529	151.238
L4.5	simfam1548	Heart	55.1073	73.8672	57.4523	65.6598	83.2472	85.5922	55.1073	17.5874	43.3823	22.2774	87.9372	56.2798
L4.5	simfam1549	Heart	50.4134	70.3443	43.379	98.482	97.3096	53.9306	11.7241	4.68962	16.4137	24.6205	41.0342	16.4137
L4.5	simfam1550	Heart	53.9554	43.3989	82.106	82.106	64.5119	60.993	90.3166	39.8801	21.113	9.38355	7.03766	5.86472
L4.5	simfam1551	Heart	19.9373	2.34557	22.2829	34.0107	42.2202	4.69113	36.3563	10.555	44.5658	32.8379	70.367	3.51835
L4.5	simfam1552	Heart	76.2057	92.6192	82.0676	58.6197	69.1713	70.3437	0	41.0338	23.4479	44.551	2.34479	12.8963
L4.5	simfam1553	Heart	25.7943	30.4841	42.2088	51.5886	45.7262	37.519	2.34493	66.8306	69.1756	92.6249	132.489	75.0379
L4.5	simfam1554	Heart	32.8281	45.7248	56.2767	62.1388	55.1043	21.1038	8.20702	49.2421	9.37945	3.51729	37.5178	4.68972
L4.5	simfam1555	Heart	15.2424	25.7948	7.03495	18.7599	8.20744	18.7599	78.557	11.7249	17.5874	26.9673	71.522	64.4871
L4.5	simfam1556	Heart	103.183	104.356	91.4577	97.3204	75.0422	103.183	32.831	44.5563	38.6936	2.34507	36.3486	45.7289
L4.5	simfam1557	Heart	18.7601	7.03505	10.5526	15.2426	18.7601	35.1752	0	39.8653	14.0701	85.5931	17.5876	44.5553
