DESC	FID	human	chimp	orang	baboon	macaque	gibbon	horse	cat	marmoset	cow	mouse	rat
L10	transcript4796	65.1324	75.5536	83.3695	28.6583	49.5006	62.5271	46.8953	7.81589	15.6318	36.4741	52.1059	13.0265
L10	transcript4797	54.7137	127.665	41.6866	148.509	114.638	39.0812	49.5028	23.4487	75.557	0	10.4217	33.8704
L10	transcript4798	80.7718	65.1386	104.222	39.0831	67.7441	125.066	65.1386	158.938	44.2942	179.782	127.672	59.9275
L10	transcript4799	65.1332	72.9492	62.5279	177.162	125.056	83.3705	23.4479	20.8426	164.136	23.4479	101.608	2.60533
L10	transcript4800	106.819	54.712	59.9227	106.819	106.819	143.293	15.632	83.3707	169.347	2.60533	62.528	31.264
L10	transcript4801	23.4505	18.2393	54.7178	72.9571	83.3796	26.0561	114.647	166.759	31.2673	57.3234	198.026	101.619
L10	transcript4802	93.7924	75.555	72.9497	2.60535	54.7122	36.4748	15.6321	83.371	125.057	114.635	143.294	80.7657
L10	transcript4803	18.2371	18.2371	57.3166	23.4477	62.5272	59.9219	171.95	127.66	36.4742	138.081	46.8954	46.8954
L10	transcript4804	205.821	122.45	140.688	187.584	153.714	224.058	161.53	252.717	13.0266	39.0799	59.9225	15.632
L10	transcript4805	36.4744	67.7382	44.2904	49.501	83.3701	44.2904	28.6585	177.162	65.1329	91.1861	0	2.60532
L10	transcript4806	65.1374	59.9264	96.4034	78.1649	93.7979	174.568	10.422	31.266	213.651	78.1649	2.6055	15.633
L10	transcript4807	7.81593	20.8425	26.0531	36.4743	62.5274	104.212	41.6849	187.582	20.8425	130.265	145.897	67.738
L10	transcript4808	23.4485	54.7132	46.897	0	49.5024	122.453	80.7671	65.1348	39.0809	109.426	109.426	117.243
L10	transcript4809	119.849	88.584	112.033	226.671	224.065	28.6595	28.6595	44.292	49.5028	190.195	119.849	2.60541
L10	transcript4810	96.3971	99.0025	91.1865	39.0799	10.4213	114.634	18.2373	88.5812	7.81598	99.0025	263.138	231.874
L10	transcript4811	145.902	171.956	140.692	138.086	132.875	143.297	62.5296	67.7404	174.562	117.243	78.162	184.983
L10	transcript4812	179.767	119.845	195.399	182.372	190.188	161.53	143.293	62.5277	213.636	135.477	26.0532	72.949
L10	transcript4813	106.832	57.3247	41.6907	62.5361	57.3247	65.1417	91.1984	166.763	91.1984	174.58	153.734	31.268
L10	transcript4814	39.0834	13.0278	26.0556	23.45	31.2667	36.4778	101.617	13.0278	36.4778	112.039	158.939	75.5612
L10	transcript4815	104.212	112.028	138.081	101.607	72.9485	127.66	70.3432	15.6318	177.161	80.7644	20.8424	112.028
L10	transcript4816	31.2641	5.21068	15.632	23.4481	13.0267	78.1602	119.846	59.9228	31.2641	26.0534	54.7121	41.6854
L10	transcript4817	31.2644	23.4483	28.659	70.3449	0	39.0805	62.5288	169.349	13.0268	198.008	112.031	83.3718
L10	transcript4818	52.1059	70.343	88.5801	135.475	164.134	49.5006	18.2371	28.6583	140.686	85.9748	23.4477	72.9483
L10	transcript4819	153.734	164.156	158.945	200.635	198.03	122.466	23.4509	26.0565	237.115	135.494	57.3244	104.226
L10	transcript4820	23.4504	13.028	52.112	23.4504	57.3232	26.056	96.4073	57.3232	83.3793	0	143.308	177.181
L10	transcript4821	156.374	174.618	213.712	192.862	145.949	229.349	172.012	166.799	190.256	151.162	151.162	185.043
L10	transcript4822	153.715	182.373	231.875	239.691	289.192	200.611	52.1067	75.5547	127.661	106.819	15.632	117.24
L10	transcript4823	28.6606	52.1102	20.8441	23.4496	67.7433	23.4496	7.81654	59.9268	13.0276	39.0827	138.092	104.22
L10	transcript4824	135.483	143.299	153.721	96.4012	109.428	140.694	20.8435	96.4012	10.4218	99.0067	187.592	263.149
L10	transcript4825	75.5547	18.2373	96.3973	148.504	75.5547	7.816	70.344	145.899	0	59.9227	104.213	140.688
L10	transcript4826	242.311	198.017	226.678	221.467	286.604	166.751	203.228	140.697	200.623	156.329	93.7977	187.595
L10	transcript4827	52.1108	59.9274	57.3218	72.9551	49.5052	62.5329	0	0	57.3218	59.9274	72.9551	93.7994
L10	transcript4828	44.2901	54.7113	91.1854	52.106	2.6053	57.3166	41.6848	26.053	36.4742	28.6583	0	72.9483
L10	transcript4829	28.6594	20.8432	49.5027	54.7135	36.4757	13.027	104.216	2.6054	57.3189	0	153.719	112.032
L10	transcript4830	169.367	109.437	80.7749	169.367	145.916	117.254	109.437	218.874	130.282	67.7467	101.62	91.1975
L10	transcript4831	28.6596	5.21084	54.7139	75.5572	80.7681	59.9247	109.428	226.672	31.2651	39.0813	91.1898	54.7139
L10	transcript4832	106.83	151.125	67.7457	26.056	5.21121	72.9569	23.4504	31.2672	41.6896	184.998	151.125	156.336
L10	transcript4833	10.4215	15.6323	28.6592	49.5023	23.4485	0	164.139	10.4215	52.1077	52.1077	190.193	75.5562
L10	transcript4834	83.3708	164.136	101.608	135.478	187.584	143.294	135.478	62.5281	109.424	72.9494	229.27	307.43
L10	transcript4835	62.5285	33.8696	145.9	20.8428	93.7928	26.0536	83.3714	72.95	41.6857	171.953	13.0268	23.4482
L10	transcript4836	101.609	99.0039	106.82	153.717	166.743	62.5288	117.241	26.0537	119.847	28.659	65.1341	62.5288
L10	transcript4837	88.581	18.2373	72.9491	10.4213	23.4479	41.6852	112.029	83.3704	20.8426	109.424	143.293	31.2639
L10	transcript4838	41.6849	85.975	70.3432	54.7114	36.4743	67.7379	83.3697	62.5273	0	23.4477	49.5008	23.4477
L10	transcript4839	174.561	177.167	117.243	67.7403	78.1618	125.059	122.454	49.5025	106.821	2.60539	80.7672	7.81618
L10	transcript4840	114.633	91.1855	101.607	28.6583	36.4742	117.238	93.7908	15.6318	46.8954	62.5272	59.9219	13.0265
L10	transcript4841	36.4757	5.21081	20.8432	5.21081	13.027	13.027	15.6324	91.1892	59.9243	57.3189	18.2378	44.2919
L10	transcript4842	177.188	226.696	161.554	164.159	143.314	203.245	49.5084	39.0855	208.456	41.6912	83.3825	291.839
L10	transcript4843	46.8968	5.21075	20.843	72.9505	57.3183	54.7129	375.174	156.323	143.296	13.0269	39.0806	62.529
L10	transcript4844	101.607	138.082	75.5543	72.9489	49.5011	158.924	349.113	354.323	31.2638	200.61	109.423	119.845
L10	transcript4845	59.9221	44.2903	41.685	119.844	127.66	57.3168	88.5806	88.5806	36.4743	80.7646	57.3168	184.977
L10	transcript4846	99.0017	91.1858	127.66	2.60531	5.21061	122.449	75.5539	101.607	49.5008	10.4212	70.3433	2.60531
L10	transcript4847	39.0816	67.7414	0	57.3197	67.7414	41.687	46.8979	96.4012	20.8435	67.7414	195.408	2.60544
L10	transcript4848	59.9221	54.7115	26.0531	75.554	88.5805	26.0531	52.1062	153.713	112.028	46.8956	226.662	70.3434
L10	transcript4849	122.452	80.7661	72.9501	5.21072	26.0536	10.4214	161.532	46.8965	5.21072	205.823	62.5286	148.505
L10	transcript4850	59.9241	31.2648	5.21079	101.61	91.1889	10.4216	78.1619	2.6054	41.6864	54.7133	117.243	15.6324
L10	transcript4851	10.4256	10.4256	7.81921	23.4576	46.9152	33.8832	164.203	33.8832	78.1921	109.469	179.842	49.5217
L10	transcript4852	127.66	143.292	13.0266	70.3434	54.7115	49.5009	26.0531	187.582	104.212	7.81593	70.3434	20.8425
L10	transcript4853	70.3476	57.3203	127.668	26.0547	93.7968	104.219	72.953	85.9804	57.3203	119.851	52.1093	125.062
L10	transcript4854	143.295	158.928	96.3987	20.843	15.6322	72.9504	41.6859	151.111	57.3181	156.322	187.587	177.165
L10	transcript4855	7.81622	2.60541	85.9784	39.0811	80.7676	20.8432	10.4216	62.5297	7.81622	208.432	83.373	143.297
L10	transcript4856	164.157	205.847	148.523	112.043	151.128	208.453	13.0283	7.81698	33.8736	15.634	13.0283	5.21132
L10	transcript4857	46.8954	44.2901	20.8424	70.3431	36.4742	59.9219	153.713	164.134	83.3696	148.502	18.2371	26.053
L10	transcript4858	33.869	18.2372	96.3965	70.3434	62.5275	33.869	26.0531	41.685	0	59.9222	377.77	346.506
L10	transcript4859	18.2372	5.21062	52.1062	62.5275	28.6584	31.2637	96.3965	7.81593	91.1859	145.897	226.662	182.372
L10	transcript4860	13.0268	10.4215	31.2644	20.8429	18.2376	52.1074	276.169	65.1342	49.502	5.21074	161.533	104.215
L10	transcript4861	83.3795	18.2393	33.8729	67.7458	49.5066	28.6617	145.914	216.266	13.028	15.6337	263.167	164.153
L10	transcript4862	59.9231	52.107	99.0034	99.0034	104.214	187.585	67.7392	10.4214	59.9231	2.60535	179.769	148.505
L10	transcript4863	44.2916	15.6323	49.5024	125.059	85.9778	5.21077	237.09	247.512	52.1077	231.879	101.61	18.2377
L10	transcript4864	88.5904	67.7456	46.9008	10.4224	0	33.8728	46.9008	10.4224	106.83	114.646	7.8168	20.8448
L10	transcript4865	23.4479	23.4479	5.21064	10.4213	13.0266	15.6319	31.2638	54.7117	122.45	99.0021	5.21064	99.0021
L10	transcript4866	143.296	132.874	96.3989	2.60538	10.4215	151.112	62.529	15.6323	46.8968	151.112	36.4753	36.4753
L10	transcript4867	49.5016	15.6321	49.5016	20.8428	33.8695	52.107	67.7391	62.5284	15.6321	80.7658	218.849	112.03
L10	transcript4868	125.062	164.144	145.906	122.457	145.906	106.824	13.0273	26.0547	109.43	13.0273	49.5038	62.5312
L10	transcript4869	65.1394	23.4502	0	101.617	33.8725	13.0279	65.1394	20.8446	18.239	203.235	39.0837	5.21115
L10	transcript4870	218.856	208.434	195.407	237.094	208.434	164.142	91.19	109.428	161.537	2.60543	28.6597	44.2923
L10	transcript4871	15.6327	23.4491	33.8709	112.035	88.5855	0	83.3745	158.933	75.5582	289.205	122.456	44.2927
L10	transcript4872	18.2377	26.0538	59.9238	20.8431	13.0269	20.8431	33.87	20.8431	75.5561	18.2377	0	67.7399
L10	transcript4873	125.056	112.03	153.715	125.056	93.7922	161.531	39.0801	184.979	36.4747	67.7388	85.9762	62.5281
L10	transcript4874	20.8428	23.4481	36.4749	67.739	49.5016	65.1337	132.873	101.609	78.1604	7.81604	80.7658	5.21069
L10	transcript4875	65.1324	62.5271	57.3165	49.5006	49.5006	23.4477	44.29	99.0013	20.8424	104.212	200.608	88.5801
L10	transcript4876	125.06	49.5028	15.6325	93.7947	70.3461	80.7677	192.8	52.1082	62.5298	93.7947	54.7136	49.5028
L10	transcript4877	96.4011	101.612	78.1631	78.1631	80.7685	65.1359	112.034	143.299	72.9522	88.5848	101.612	39.0815
L10	transcript4878	65.1325	70.3431	23.4477	190.187	179.766	80.7643	36.4742	26.053	112.028	65.1325	13.0265	96.3961
L10	transcript4879	96.3978	117.241	75.5551	195.401	216.244	31.2642	46.8962	75.5551	182.374	18.2374	52.1069	72.9497
L10	transcript4880	10.4214	52.107	78.1605	15.6321	59.923	31.2642	65.1337	117.241	140.689	62.5284	192.796	187.585
L10	transcript4881	75.5541	65.1328	18.2372	44.2903	78.1594	109.423	109.423	216.241	7.81594	57.3169	46.8956	44.2903
L10	transcript4882	101.612	106.823	44.2926	78.1633	52.1089	59.9252	2.60544	20.8436	5.21089	18.2381	59.9252	46.898
L10	transcript4883	75.5553	57.3178	39.0803	140.689	127.662	138.084	75.5553	85.9767	28.6589	59.9232	62.5285	23.4482
L10	transcript4884	91.186	67.7382	88.5807	78.1595	13.0266	23.4478	33.8691	15.6319	39.0797	72.9488	104.213	184.977
L10	transcript4885	54.7119	75.5545	67.7385	31.2639	28.6586	88.5811	72.9491	44.2906	78.1598	156.32	0	0
L10	transcript4886	88.5836	31.2648	49.5026	57.3188	83.3728	83.3728	52.108	122.454	70.3458	15.6324	23.4486	15.6324
L10	transcript4887	153.721	158.932	80.7687	221.463	179.775	138.088	18.2381	36.4762	166.748	20.8435	70.3469	31.2653
L10	transcript4888	26.0531	44.2902	65.1326	59.922	75.5539	93.791	15.6318	31.2637	75.5539	83.3698	15.6318	127.66
L10	transcript4889	62.5281	54.7121	132.872	70.3441	109.424	119.845	28.6587	93.7921	57.3174	145.899	96.3974	83.3708
L10	transcript4890	88.5807	101.607	88.5807	96.3966	65.1329	26.0531	104.213	153.714	39.0797	23.4478	96.3966	65.1329
L10	transcript4891	31.2638	23.4479	46.8957	54.7117	23.4479	31.2638	161.53	46.8957	85.9755	72.9489	44.2904	99.002
L10	transcript4892	138.082	153.714	101.608	145.898	101.608	127.661	257.927	166.741	33.8693	46.8959	83.3705	119.845
L10	transcript4893	208.425	192.793	130.265	182.371	177.161	182.371	67.738	5.21061	88.5804	65.1327	10.4212	20.8425
L10	transcript4894	70.352	62.5351	114.648	106.831	65.1407	151.126	28.6619	101.62	83.3801	31.2675	20.845	44.2957
L10	transcript4895	164.142	203.223	112.033	96.4007	67.741	91.1899	62.5302	23.4488	18.238	18.238	39.0814	62.5302
L10	transcript4896	0	26.0534	5.21069	33.8695	54.7122	10.4214	198.006	39.0802	52.1069	33.8695	80.7657	26.0534
L10	transcript4897	41.6857	46.8964	44.291	18.2375	39.0803	15.6321	158.927	23.4482	46.8964	80.766	242.298	291.8
L10	transcript4898	122.452	93.7931	171.954	179.77	143.295	203.218	33.8697	83.3716	221.456	80.7663	5.21073	109.425
L10	transcript4899	5.21099	44.2934	33.8714	151.119	117.247	13.0275	99.0087	59.9263	218.861	122.458	106.825	130.275
L10	transcript4900	39.0805	72.9502	96.3985	109.425	112.031	65.1341	5.21073	158.927	127.663	41.6858	85.977	15.6322
L10	transcript4901	46.8964	0	18.2375	5.21071	18.2375	10.4214	70.3446	127.662	44.291	190.191	72.9499	2.60535
L10	transcript4902	125.058	145.901	127.663	151.111	166.743	158.927	416.859	333.487	85.9771	190.192	26.0537	15.6322
L10	transcript4903	26.0533	62.5278	104.213	83.3704	91.1864	156.32	99.0024	0	57.3172	101.608	5.21065	0
L10	transcript4904	338.694	330.878	362.142	333.484	351.721	325.668	28.6588	2.60534	226.665	237.086	195.401	166.742
L10	transcript4905	10.4215	2.60536	44.2912	93.7931	75.5556	59.9234	106.82	65.1341	57.318	33.8697	112.031	211.035
L10	transcript4906	122.463	148.519	158.942	72.9569	72.9569	70.3513	33.8728	28.6616	135.491	247.532	130.28	83.3793
L10	transcript4907	122.449	119.844	140.686	59.922	99.0015	72.9485	70.3432	41.6848	125.055	33.8689	52.1061	26.053
L10	transcript4908	132.895	125.077	151.135	140.712	158.952	145.923	130.289	80.7791	224.097	78.1733	151.135	112.048
L10	transcript4909	49.5044	39.0824	36.4769	2.6055	39.0824	20.844	65.1374	36.4769	2.6055	7.81649	231.889	156.33
L10	transcript4910	93.791	65.1327	91.1857	114.633	80.7645	80.7645	75.5539	67.738	112.028	10.4212	0	70.3433
L10	transcript4911	31.2653	85.9796	31.2653	179.775	156.327	83.3741	52.1088	10.4218	190.197	135.483	182.381	237.095
L10	transcript4912	242.3	299.618	297.013	174.56	135.48	239.695	93.7936	143.296	192.798	57.3183	91.1882	140.69
L10	transcript4913	211.029	171.95	211.029	224.056	190.187	169.344	28.6583	67.7377	156.318	57.3166	65.1324	36.4742
L10	transcript4914	70.3451	83.372	72.9505	10.4215	10.4215	15.6323	67.7398	15.6323	72.9505	57.3183	104.215	10.4215
L10	transcript4915	190.188	153.714	112.029	49.5011	80.765	117.239	211.031	143.293	75.5543	106.818	5.21064	2.60532
L10	transcript4916	7.81668	23.45	52.1112	49.5056	54.7167	0	36.4778	85.9834	52.1112	13.0278	211.05	184.995
L10	transcript4917	112.031	109.426	130.268	171.954	166.744	83.3718	88.5826	70.345	59.9235	36.4752	226.667	195.403
L10	transcript4918	132.872	119.845	15.632	36.4747	20.8427	23.448	23.448	23.448	0	117.24	177.163	41.6854
L10	transcript4919	62.5293	10.4216	91.1886	31.2647	46.897	57.3185	33.87	67.7401	65.1347	132.875	143.296	101.61
L10	transcript4920	49.5015	78.1602	88.5816	72.9495	106.819	59.9228	122.451	23.4481	70.3442	31.2641	49.5015	2.60534
L10	transcript4921	130.267	114.635	161.531	85.9759	96.3973	101.608	39.08	31.264	101.608	91.1866	83.3706	57.3173
L10	transcript4922	218.859	221.464	192.804	221.464	242.308	317.866	13.0273	171.96	135.484	33.871	31.2655	39.0819
L10	transcript4923	112.044	104.227	65.1416	140.706	109.438	122.466	83.3813	26.0566	75.5643	99.0152	203.242	125.072
L10	transcript4924	221.461	192.801	174.563	151.114	148.509	237.093	109.428	31.265	211.039	96.4005	109.428	10.4217
L10	transcript4925	218.877	250.145	164.158	78.1704	83.3818	67.7477	132.89	13.0284	192.82	179.792	31.2682	72.9591
L10	transcript4926	244.909	216.25	283.99	216.25	192.801	252.725	72.9517	255.331	190.195	99.0058	125.06	70.3462
L10	transcript4927	18.2376	31.2645	18.2376	5.21075	2.60537	33.8699	62.529	93.7934	28.6591	83.3719	52.1075	10.4215
L10	transcript4928	41.6865	26.0541	5.21081	114.638	127.665	46.8973	130.27	41.6865	10.4216	5.21081	117.243	54.7135
L10	transcript4929	72.9534	114.641	158.934	5.21095	39.0822	104.219	161.54	101.614	59.926	179.778	151.118	78.1643
L10	transcript4930	36.4776	33.872	104.222	75.5607	101.616	65.1385	184.993	31.2665	2.60554	125.066	166.755	101.616
L10	transcript4931	39.0799	44.2905	112.029	5.21065	2.60533	23.4479	52.1065	57.3172	44.2905	52.1065	36.4746	57.3172
L10	transcript4932	114.633	117.238	106.817	20.8424	75.5537	44.2901	78.159	83.3696	101.607	28.6583	65.1325	52.106
L10	transcript4933	31.2693	41.6923	52.1154	117.26	119.865	88.5962	125.077	117.26	122.471	99.0193	20.8462	70.3558
L10	transcript4934	83.374	93.7958	85.9795	31.2653	13.0272	101.612	83.374	109.428	5.21088	67.7414	0	119.85
L10	transcript4935	2.6053	23.4477	5.21061	26.053	18.2371	101.607	268.346	106.817	28.6583	57.3167	143.292	143.292
L10	transcript4936	138.086	184.983	117.243	156.323	198.01	96.3994	117.243	119.848	145.902	36.4754	195.404	49.5024
L10	transcript4937	36.475	20.8428	75.5553	70.3446	83.3713	70.3446	135.478	122.452	91.1874	36.475	78.1606	78.1606
L10	transcript4938	54.7223	88.598	59.934	83.3864	80.7805	91.2038	85.9922	195.437	132.897	85.9922	65.1456	135.503
L10	transcript4939	83.3782	96.406	0	99.0116	93.8004	80.7726	49.5058	70.3503	67.7448	18.239	85.9837	20.8445
L10	transcript4940	226.701	255.364	255.364	143.317	158.951	211.066	119.865	0	88.5957	127.682	109.442	18.2403
L10	transcript4941	83.3703	70.3437	20.8426	148.503	177.162	104.213	161.53	39.0798	106.818	119.845	54.7118	46.8958
L10	transcript4942	39.0826	13.0275	85.9818	65.1377	33.8716	88.5873	127.67	67.7432	26.0551	26.0551	104.22	72.9543
L10	transcript4943	148.502	166.74	169.345	187.582	179.766	153.713	130.265	28.6584	221.451	83.3698	153.713	62.5273
L10	transcript4944	104.214	135.478	174.558	112.03	83.3709	187.585	187.585	171.953	187.585	59.9229	99.003	10.4214
L10	transcript4945	127.66	166.74	117.239	153.713	130.265	104.212	57.3168	67.738	36.4743	72.9486	70.3433	5.21062
L10	transcript4946	36.4753	15.6323	41.6861	5.21076	26.0538	54.713	114.637	28.6592	39.0807	99.0044	140.691	62.5291
L10	transcript4947	211.029	184.976	190.187	179.766	192.792	203.213	195.397	153.713	122.449	148.502	161.528	164.134
L10	transcript4948	57.3175	65.1335	93.7922	2.60534	33.8694	80.7655	57.3175	41.6854	49.5015	49.5015	289.193	281.377
L10	transcript4949	59.9267	85.9818	67.7432	75.5597	52.1102	109.431	10.422	125.064	18.2386	52.1102	132.881	80.7707
L10	transcript4950	156.326	83.374	140.694	244.911	177.17	195.408	99.0066	211.04	226.673	114.639	28.6598	132.877
L10	transcript4951	78.1593	39.0797	96.3965	7.81593	31.2637	62.5274	67.7381	122.45	5.21062	190.188	57.3168	31.2637
L10	transcript4952	54.7119	49.5012	28.6586	83.3705	91.1865	26.0533	72.9492	91.1865	114.634	5.21065	13.0266	70.3438
L10	transcript4953	7.81611	33.8698	49.502	36.4752	65.1342	46.8966	138.085	78.1611	127.663	59.9235	177.165	70.345
L10	transcript4954	65.136	41.687	57.3197	125.061	83.3741	18.2381	26.0544	203.224	143.299	20.8435	2.60544	114.639
L10	transcript4955	88.585	101.612	104.218	140.694	132.877	117.245	164.143	106.823	28.6598	0	101.612	125.061
L10	transcript4956	41.6971	2.60607	70.3638	52.1213	15.6364	2.60607	135.515	15.6364	18.2425	13.0303	2.60607	39.091
L10	transcript4957	31.2644	67.7395	93.7931	70.3448	96.3985	41.6858	145.9	106.82	174.559	127.663	23.4483	67.7395
L10	transcript4958	23.4493	57.3205	36.4767	31.2657	26.0548	75.5588	13.0274	31.2657	104.219	54.715	31.2657	7.81643
L10	transcript4959	140.723	174.601	135.511	117.269	83.3915	161.571	169.389	291.87	33.8778	80.7855	28.6658	80.7855
L10	transcript4960	20.8424	65.1325	2.6053	54.7113	41.6848	65.1325	2.6053	7.81589	0	101.607	138.081	198.003
L10	transcript4961	114.635	114.635	36.4746	99.0026	57.3173	109.424	36.4746	75.5546	36.4746	62.528	59.9226	80.7653
L10	transcript4962	41.6866	75.557	93.7949	10.4217	15.6325	72.9516	75.557	67.7407	127.665	36.4758	31.265	72.9516
L10	transcript4963	88.5811	70.3438	127.661	59.9225	104.213	91.1864	44.2905	7.81598	54.7119	85.9758	44.2905	10.4213
L10	transcript4964	205.82	190.188	192.794	143.293	114.634	117.239	177.162	31.2639	67.7384	23.4479	65.133	109.423
L10	transcript4965	109.422	119.844	169.344	195.397	125.054	203.213	143.291	122.449	132.87	15.6318	140.686	299.609
L10	transcript4966	112.03	101.609	161.532	114.636	153.716	125.057	119.846	23.4482	99.0036	200.613	7.81607	93.7929
L10	transcript4967	36.4742	33.8689	80.7643	54.7113	106.817	7.8159	18.2371	125.054	36.4742	83.3696	99.0014	205.819
L10	transcript4968	5.21095	33.8712	78.1643	10.4219	44.2931	41.6876	179.778	18.2383	91.1917	158.934	62.5314	52.1095
L10	transcript4969	112.034	135.483	15.6327	75.558	78.1634	15.6327	46.8981	13.0272	70.3471	52.1089	70.3471	119.851
L10	transcript4970	135.478	140.688	122.451	224.059	237.086	208.427	161.531	54.7121	169.347	96.3976	190.19	33.8694
L10	transcript4971	36.4808	15.6346	2.60577	5.21155	15.6346	5.21155	57.327	44.2981	132.894	171.981	62.5385	44.2981
L10	transcript4972	143.292	138.081	99.0015	72.9485	101.607	130.265	10.4212	112.028	36.4742	91.1856	20.8424	114.633
L10	transcript4973	52.1062	31.2637	59.9221	96.3964	52.1062	135.476	161.529	67.738	85.9752	26.0531	104.212	41.6849
L10	transcript4974	226.667	226.667	250.115	148.506	138.084	174.56	62.5288	96.3986	101.609	96.3986	151.111	179.77
L10	transcript4975	211.05	198.022	109.433	278.794	307.455	143.305	46.8999	52.111	114.644	2.60555	91.1943	5.2111
L10	transcript4976	203.214	218.845	174.555	242.293	211.03	229.267	101.607	125.055	151.108	28.6583	158.924	70.3432
L10	transcript4977	83.3731	109.427	70.3461	13.0271	20.8433	127.665	169.352	203.222	52.1082	20.8433	91.1894	41.6866
L10	transcript4978	93.7907	75.5536	130.265	93.7907	112.028	75.5536	169.344	65.1324	18.2371	85.9748	221.45	260.53
L10	transcript4979	28.6587	0	36.4746	153.715	125.056	10.4213	28.6587	132.872	135.477	0	20.8427	145.899
L10	transcript4980	26.054	18.2378	13.027	7.81619	23.4486	13.027	36.4756	41.6864	101.611	46.8972	234.486	169.351
L10	transcript4981	7.81611	36.4752	33.8698	78.1611	5.21074	5.21074	83.3718	7.81611	5.21074	85.9772	46.8967	54.7128
L10	transcript4982	117.243	101.61	52.1079	72.9511	70.3457	20.8432	36.4755	104.216	57.3187	28.6594	44.2917	177.167
L10	transcript4983	31.2654	20.8436	41.6872	10.4218	23.449	15.6327	117.245	101.612	0	0	143.3	143.3
L10	transcript4984	13.0272	28.6599	112.034	59.9252	33.8708	106.823	54.7143	208.436	2.60544	88.5851	250.123	143.299
L10	transcript4985	299.629	283.996	263.153	239.703	252.731	257.942	78.1641	252.731	203.227	125.063	46.8985	104.219
L10	transcript4986	57.3167	57.3167	10.4212	70.3433	80.7645	23.4478	36.4743	41.6849	114.633	99.0017	143.292	278.768
L10	transcript4987	143.294	138.083	132.872	2.60534	33.8694	49.5015	78.1602	26.0534	93.7923	75.5549	5.21068	117.24
L10	transcript4988	130.272	130.272	127.667	62.5307	93.796	67.7416	198.014	52.1089	88.5851	190.198	36.4762	23.449
L10	transcript4989	0	5.21065	13.0266	23.4479	44.2906	7.81598	117.24	112.029	70.3438	158.925	44.2906	31.2639
L10	transcript4990	41.6858	5.21072	20.8429	18.2375	13.0268	49.5019	93.793	26.0536	93.793	171.954	39.0804	44.2911
L10	transcript4991	151.109	130.267	161.531	192.795	263.139	200.611	44.2907	5.21067	158.925	49.5013	78.16	114.635
L10	transcript4992	80.7658	65.1337	72.9498	67.7391	96.3979	135.478	158.926	91.1872	88.5819	72.9498	93.7926	119.846
L10	transcript4993	88.5805	49.5009	33.869	187.582	158.924	91.1858	85.9752	62.5274	171.95	72.9486	117.239	132.871
L10	transcript4994	119.849	88.5837	106.822	7.81621	10.4216	20.8432	195.405	208.432	96.3999	169.351	23.4486	127.665
L10	transcript4995	59.9226	49.5013	39.08	65.1333	41.6853	0	33.8693	49.5013	57.3173	132.872	91.1866	106.819
L10	transcript4996	106.818	83.3699	23.4478	5.21062	31.2637	13.0266	132.871	5.21062	91.1859	57.3168	20.8425	0
L10	transcript4997	0	26.0551	23.4496	65.1378	36.4772	33.8717	91.193	171.964	31.2662	114.643	125.065	138.092
L10	transcript4998	211.066	211.066	174.586	151.134	174.586	250.153	46.9036	65.1439	117.259	200.643	70.3554	130.288
L10	transcript4999	85.984	106.829	112.04	75.5617	65.1394	122.462	96.4063	83.3784	161.546	10.4223	117.251	83.3784
L10	transcript5000	67.742	41.6874	62.5311	20.8437	49.5038	5.21093	211.042	164.144	49.5038	33.871	5.21093	26.0546
L10	transcript5001	36.4768	49.5042	70.3481	13.0274	28.6603	83.3755	153.724	39.0823	49.5042	127.669	2.60548	20.8439
L10	transcript5002	33.8708	62.5306	101.612	33.8708	62.5306	109.429	2.60544	39.0816	70.347	2.60544	49.5034	41.6871
L10	transcript5003	91.195	143.307	127.673	96.4062	151.123	49.5059	26.0557	15.6334	52.1115	117.251	117.251	7.81672
L10	transcript5004	15.6324	5.21079	0	46.8971	15.6324	28.6593	36.4755	5.21079	75.5564	119.848	205.826	93.7941
L10	transcript5005	36.4782	18.2391	13.0279	23.4502	39.0837	31.267	99.0122	57.3228	31.267	224.08	5.21117	0
L10	transcript5006	151.111	132.874	151.111	85.9772	46.8967	67.7396	15.6322	104.215	67.7396	0	72.9504	44.2913
L10	transcript5007	224.059	200.611	265.744	226.664	247.507	281.376	26.0533	36.4746	239.691	65.1333	117.24	49.5013
L10	transcript5008	143.318	122.472	117.26	78.1734	13.0289	70.3561	15.6347	0	125.077	20.8462	93.8081	145.924
L10	transcript5009	161.535	125.059	83.3729	49.5026	49.5026	166.746	96.3999	85.9783	31.2648	244.908	59.9242	18.2378
L10	transcript5010	140.688	130.266	93.7917	101.608	135.477	198.005	91.1864	88.5811	85.9758	33.8692	39.0799	72.9491
L10	transcript5011	62.5306	54.7142	5.21088	7.81632	5.21088	52.1088	211.041	135.483	41.687	125.061	171.959	169.354
L10	transcript5012	39.0818	41.6873	10.4218	41.6873	10.4218	33.8709	78.1636	122.456	75.5582	213.647	62.5309	10.4218
L10	transcript5013	59.9246	109.428	119.849	70.3463	52.1084	65.1355	156.325	130.271	5.21084	52.1084	85.9788	75.5571
L10	transcript5014	41.6867	26.0542	104.217	112.033	93.795	46.8975	143.298	122.455	13.0271	135.482	2.60542	83.3734
L10	transcript5015	138.095	96.4057	78.1668	52.1112	93.8001	132.884	112.039	18.2389	72.9557	91.1946	20.8445	2.60556
